step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right
858,34.3200,0.3368,0.0000,-0.0083,0.3896,-0.0024,0.0252,0.0109,0.2245,0.0221,20.6110,-74.5487,0.9287,-0.02656,-0.28184,0.0381,-0.1183,-0.1226,0.0073,0.00000,0.00000
859,34.3600,0.3368,0.0000,-0.0083,0.3975,-0.0061,0.0368,0.0292,0.1285,0.0233,20.6120,-74.5328,0.9289,-0.02019,-0.27399,0.0413,-0.1320,-0.1206,0.0068,0.00000,0.00000
860,34.4000,0.3368,0.0000,-0.0083,0.4027,0.0010,0.0418,-0.0063,0.0898,0.0091,20.6130,-74.5167,0.9294,-0.01641,-0.26944,0.0544,-0.1393,-0.1152,0.0056,0.00000,0.00000
861,34.4400,0.3368,0.0000,-0.0083,0.4210,0.0161,0.0186,-0.0854,-0.0345,-0.0911,20.6136,-74.5003,0.9295,-0.01530,-0.28966,0.0467,-0.1381,-0.1359,0.0224,0.00000,0.00000
862,34.4800,0.3368,0.0000,-0.0083,0.4575,-0.0088,0.0587,0.0684,-0.0858,0.1966,20.6143,-74.4829,0.9301,-0.01572,-0.31779,0.0468,-0.1749,-0.3256,0.2333,0.00000,0.00000
863,34.5200,0.3368,0.0000,-0.0083,0.5145,-0.0356,0.0128,0.1823,-0.1553,0.0230,20.6162,-74.4637,0.9311,-0.02123,-0.24716,0.2284,-0.1490,-0.3526,0.3416,0.00000,0.00000
864,34.5600,0.3368,0.0000,-0.0083,0.5243,-0.0048,-0.1801,-0.1737,0.0562,0.1370,20.6180,-74.4428,0.9283,-0.02305,-0.21941,0.5064,-0.3008,-0.5889,0.4004,0.00000,0.00000
865,34.6000,0.3368,0.0000,-0.0083,0.5089,0.0061,-0.5792,-0.2386,0.1372,0.1654,20.6186,-74.4221,0.9119,-0.01385,-0.56970,0.8292,-0.3296,-0.7339,0.4788,0.00000,0.00000
866,34.6400,0.3368,0.0000,-0.0083,0.5111,-0.0159,-0.9913,0.0475,-0.0148,0.1985,20.6192,-74.4009,0.8762,-0.01339,-0.81589,0.7076,-0.1417,-0.3774,0.2816,0.00000,0.00000
867,34.6800,0.3368,0.0000,-0.0083,0.4884,0.0381,-0.5084,-0.1749,-0.4692,0.2869,20.6213,-74.3799,0.8436,-0.03438,-1.30306,0.4870,-0.2743,-0.2619,0.0138,0.00000,0.00000
868,34.7200,0.3368,0.0000,-0.0083,0.4567,-0.0067,-0.2642,0.0269,-0.1105,0.0080,20.6205,-74.3609,0.8289,-0.04142,-1.35721,-0.1664,-0.0873,-0.1779,-0.0472,0.00000,0.00000
869,34.7600,0.3368,0.0000,-0.0083,0.4489,-0.0354,-0.1692,0.1695,-0.2396,0.0110,20.6221,-74.3424,0.8197,-0.05328,-1.31594,0.0124,-0.1525,-0.0297,-0.0577,0.00000,0.00000
870,34.8000,0.3368,0.0000,-0.0083,0.4181,-0.0020,-0.0590,0.0104,0.1050,-0.0162,20.6232,-74.3250,0.8149,-0.05456,-1.33117,0.0242,-0.1540,-0.0854,-0.0466,0.00000,0.00000
871,34.8400,0.3368,0.0000,-0.0083,0.4051,0.0032,-0.0053,-0.0170,0.2002,0.0035,20.6232,-74.3084,0.8133,-0.04672,-1.34149,0.0257,-0.1359,-0.1319,-0.0291,0.00000,0.00000
872,34.8800,0.3368,0.0000,-0.0083,0.4049,-0.0055,0.0057,0.0267,0.1047,-0.0044,20.6233,-74.2921,0.8126,-0.04103,-1.35484,0.0487,-0.1379,-0.1322,-0.0366,0.00000,0.00000
873,34.9200,0.3368,0.0000,-0.0083,0.3981,-0.0153,0.0249,0.0760,0.1875,0.0321,20.6239,-74.2759,0.8124,-0.03534,-1.36796,0.0454,-0.1393,-0.1140,0.0246,0.00000,0.00000
874,34.9600,0.3368,0.0000,-0.0083,0.3959,-0.0078,0.0298,0.0379,0.1945,0.0522,20.6245,-74.2599,0.8126,-0.02777,-1.44103,0.0594,-0.1357,-0.1076,-0.0003,0.00000,0.00000
875,35.0000,0.3368,0.0000,-0.0083,0.3988,-0.0058,0.0230,0.0279,0.1281,0.0474,20.6247,-74.2439,0.8126,-0.02133,-1.55892,0.0552,-0.1226,-0.1199,0.0146,0.00000,0.00000
876,35.0400,0.3368,0.0000,-0.0083,0.4028,-0.0064,0.0295,0.0306,0.0930,0.0649,20.6250,-74.2278,0.8124,-0.01716,-1.71639,0.0571,-0.1278,-0.1250,0.0147,0.00000,0.00000
877,35.0800,0.3368,0.0000,-0.0083,0.4055,-0.0019,0.0392,0.0084,0.1094,0.0104,20.6251,-74.2116,0.8126,-0.01323,-1.83703,0.0590,-0.1347,-0.1277,0.0108,0.00000,0.00000
878,35.1200,0.3368,0.0000,-0.0083,0.4180,0.0071,0.0345,-0.0367,0.0179,-0.0576,20.6249,-74.1951,0.8129,-0.01041,-1.83088,0.0586,-0.1440,-0.1358,0.0063,0.00000,0.00000
879,35.1600,0.3368,0.0000,-0.0083,0.4578,-0.0008,0.0542,0.0004,-0.0627,-0.0455,20.6245,-74.1777,0.8139,-0.01070,-1.82498,0.1517,-0.2136,-0.2538,0.1739,0.00000,0.00000
880,35.2000,0.3368,0.0000,-0.0083,0.5153,-0.0268,0.0179,0.1409,-0.0220,0.0472,20.6248,-74.1583,0.8150,-0.01424,-2.06126,0.3148,-0.3324,-0.4056,0.2541,0.00000,0.00000
881,35.2400,0.3368,0.0000,-0.0083,0.5305,-0.0284,-0.1859,0.2503,0.1970,0.0779,20.6258,-74.1372,0.8119,-0.00884,-2.61070,0.6052,-0.4782,-0.6240,0.3330,0.00000,0.00000
882,35.2800,0.3368,0.0000,-0.0083,0.5200,-0.0351,-0.5914,0.2550,0.3608,0.0395,20.6270,-74.1162,0.7948,0.00761,2.96427,0.9161,-0.3854,-0.7811,0.4500,0.00000,0.00000
883,35.3200,0.3368,0.0000,-0.0083,0.5521,0.0441,-0.8879,-0.1995,-0.4472,0.7024,20.6273,-74.0948,0.7588,0.01003,2.82524,0.7689,-0.0838,-0.4467,0.2857,0.00000,0.00000
884,35.3600,0.3368,0.0000,-0.0083,0.5000,0.1099,-0.5423,-0.4483,-0.1927,-0.2435,20.6230,-74.0741,0.7284,-0.00429,-2.90463,0.2565,-0.0351,-0.2913,0.0036,0.00000,0.00000
885,35.4000,0.3368,0.0000,-0.0083,0.4928,0.0438,-0.2890,-0.2001,-0.5731,-0.1582,20.6187,-74.0545,0.7117,-0.02392,-2.33929,-0.1055,-0.1270,-0.1933,-0.0023,0.00000,0.00000
886,35.4400,0.3368,0.0000,-0.0083,0.4667,-0.0215,-0.1542,0.1033,-0.2923,-0.0641,20.6184,-74.0353,0.7022,-0.04327,-2.22502,-0.0223,-0.1632,-0.0803,-0.0481,0.00000,0.00000
887,35.4800,0.3368,0.0000,-0.0083,0.4368,0.0038,-0.0393,-0.0179,0.0672,-0.1177,20.6187,-74.0172,0.6980,-0.04689,-2.19433,0.0262,-0.1682,-0.0913,-0.0670,0.00000,0.00000
888,35.5200,0.3368,0.0000,-0.0083,0.4222,0.0188,0.0057,-0.0937,0.1776,-0.0836,20.6178,-74.0000,0.6970,-0.04056,-2.00811,0.0392,-0.1581,-0.1367,-0.0446,0.00000,0.00000
889,35.5600,0.3368,0.0000,-0.0083,0.4190,0.0040,0.0013,-0.0175,0.1532,-0.2567,20.6172,-73.9831,0.6962,-0.03401,-1.70583,0.0631,-0.1229,-0.1193,0.0032,0.00000,0.00000
890,35.6000,0.3368,0.0000,-0.0083,0.4165,-0.0056,0.0377,0.0259,0.1715,0.0098,20.6172,-73.9662,0.6962,-0.02802,-1.56820,0.0546,-0.1806,-0.1485,-0.0178,0.00000,0.00000
891,35.6400,0.3368,0.0000,-0.0083,0.4184,-0.0085,0.0292,0.0411,0.1074,0.0204,20.6175,-73.9494,0.6965,-0.02286,-1.59280,0.0616,-0.1506,-0.1225,0.0077,0.00000,0.00000
892,35.6800,0.3368,0.0000,-0.0083,0.4196,-0.0051,0.0254,0.0240,0.0928,0.0235,20.6177,-73.9326,0.6964,-0.01903,-1.65057,0.0702,-0.1424,-0.1227,0.0093,0.00000,0.00000
893,35.7200,0.3368,0.0000,-0.0083,0.4216,-0.0052,0.0315,0.0244,0.0915,0.0538,20.6179,-73.9157,0.6964,-0.01519,-1.75534,0.0646,-0.1420,-0.1370,0.0144,0.00000,0.00000
894,35.7600,0.3368,0.0000,-0.0083,0.4302,-0.0005,0.0282,0.0024,0.0234,0.0078,20.6179,-73.8987,0.6964,-0.01273,-1.85065,0.0708,-0.1379,-0.1308,0.0063,0.00000,0.00000
895,35.8000,0.3368,0.0000,-0.0083,0.4633,0.0145,0.0162,-0.0974,-0.1162,-0.2734,20.6174,-73.8810,0.6963,-0.01462,-1.60010,0.1648,-0.1540,-0.1703,0.1094,0.00000,0.00000
896,35.8400,0.3368,0.0000,-0.0083,0.5194,-0.0266,0.0169,0.1505,-0.0507,0.0950,20.6174,-73.8615,0.6968,-0.01794,-1.71232,0.2679,-0.3178,-0.4528,0.2733,0.00000,0.00000
897,35.8800,0.3368,0.0000,-0.0083,0.5408,-0.0424,-0.1578,0.3364,0.1667,-0.0081,20.6189,-73.8400,0.6944,-0.01487,-2.12002,0.5675,-0.4421,-0.6089,0.3526,0.00000,0.00000
898,35.9200,0.3368,0.0000,-0.0083,0.5238,-0.0446,-0.5637,0.2558,0.3894,0.0036,20.6209,-73.8188,0.6786,0.00210,3.14143,0.9165,-0.3675,-0.7937,0.4657,0.00000,0.00000
899,35.9600,0.3368,0.0000,-0.0083,0.5659,0.0105,-0.9208,-0.0562,-0.4619,0.6192,20.6222,-73.7970,0.6431,0.00785,2.50042,0.7782,-0.0868,-0.4581,0.2921,0.00000,0.00000
900,36.0000,0.3368,0.0000,-0.0083,0.5077,0.0868,-0.5639,-0.3673,-0.2578,0.0115,20.6195,-73.7757,0.6116,-0.01017,-3.01222,0.2668,-0.0764,-0.3018,-0.0191,0.00000,0.00000
901,36.0400,0.3368,0.0000,-0.0083,0.4939,0.0389,-0.3124,-0.1781,-0.5455,-0.1275,20.6157,-73.7558,0.5941,-0.02991,-2.47230,-0.1309,-0.1038,-0.1717,0.0206,0.00000,0.00000
902,36.0800,0.3368,0.0000,-0.0083,0.4672,-0.0096,-0.1561,0.0439,-0.2862,-0.0039,20.6152,-73.7366,0.5842,-0.04863,-2.37791,-0.0305,-0.1625,-0.0722,-0.0428,0.00000,0.00000
903,36.1200,0.3368,0.0000,-0.0083,0.4384,0.0052,-0.0487,-0.0261,0.0558,-0.0623,20.6151,-73.7184,0.5799,-0.05199,-2.37636,0.0015,-0.1477,-0.0791,-0.0468,0.00000,0.00000
904,36.1600,0.3368,0.0000,-0.0083,0.4242,0.0125,-0.0015,-0.0632,0.1667,-0.0467,20.6143,-73.7011,0.5786,-0.04617,-2.26336,0.0288,-0.1392,-0.1244,-0.0280,0.00000,0.00000
905,36.2000,0.3368,0.0000,-0.0083,0.4204,0.0071,-0.0001,-0.0348,0.1459,-0.2279,20.6136,-73.6841,0.5778,-0.04016,-2.00705,0.0531,-0.1147,-0.1028,-0.0067,0.00000,0.00000
906,36.2400,0.3368,0.0000,-0.0083,0.4164,-0.0032,0.0403,0.0140,0.1820,0.0234,20.6134,-73.6673,0.5779,-0.03368,-1.89709,0.0443,-0.1701,-0.1468,0.0041,0.00000,0.00000
907,36.2800,0.3368,0.0000,-0.0083,0.4178,-0.0052,0.0310,0.0242,0.1247,0.0379,20.6134,-73.6505,0.5784,-0.02814,-1.95852,0.0567,-0.1467,-0.1094,0.0079,0.00000,0.00000
908,36.3200,0.3368,0.0000,-0.0083,0.4176,-0.0041,0.0261,0.0193,0.1193,0.0573,20.6135,-73.6337,0.5785,-0.02318,-2.08078,0.0616,-0.1375,-0.1221,0.0211,0.00000,0.00000
909,36.3600,0.3368,0.0000,-0.0083,0.4205,-0.0034,0.0295,0.0157,0.0980,0.0533,20.6134,-73.6169,0.5785,-0.01884,-2.19666,0.0634,-0.1320,-0.1247,0.0200,0.00000,0.00000
910,36.4000,0.3368,0.0000,-0.0083,0.4271,-0.0006,0.0304,0.0024,0.0406,0.0140,20.6132,-73.5999,0.5785,-0.01611,-2.27239,0.0681,-0.1297,-0.1236,0.0134,0.00000,0.00000
911,36.4400,0.3368,0.0000,-0.0083,0.4578,0.0256,-0.0176,-0.1617,-0.1312,-0.3823,20.6123,-73.5823,0.5778,-0.01882,-1.88352,0.1417,-0.1396,-0.1044,0.0345,0.00000,0.00000
912,36.4800,0.3368,0.0000,-0.0083,0.5146,-0.0150,0.0120,0.0909,-0.0505,0.0793,20.6117,-73.5630,0.5775,-0.02146,-1.91289,0.2332,-0.3243,-0.4534,0.2731,0.00000,0.00000
913,36.5200,0.3368,0.0000,-0.0083,0.5458,-0.0470,-0.1554,0.4013,0.0577,-0.1144,20.6131,-73.5416,0.5751,-0.02060,-2.13492,0.5058,-0.4136,-0.5658,0.3387,0.00000,0.00000
914,36.5600,0.3368,0.0000,-0.0083,0.5199,-0.0476,-0.5515,0.2850,0.3439,-0.0769,20.6152,-73.5203,0.5600,-0.00640,2.97146,0.8677,-0.3667,-0.8206,0.4919,0.00000,0.00000
915,36.6000,0.3368,0.0000,-0.0083,0.5607,-0.0140,-0.9648,0.0440,-0.3981,0.4468,20.6168,-73.4985,0.5245,0.00006,1.65575,0.7408,-0.0852,-0.4418,0.3009,0.00000,0.00000
916,36.6400,0.3368,0.0000,-0.0083,0.5160,0.0280,-0.6041,-0.1132,-0.5237,-0.0462,20.6161,-73.4768,0.4913,-0.02499,2.80071,0.1785,-0.0600,-0.2741,0.0773,0.00000,0.00000
917,36.6800,0.3368,0.0000,-0.0083,0.4828,0.0411,-0.2801,-0.1898,-0.3419,-0.1542,20.6139,-73.4566,0.4740,-0.04619,-2.92199,-0.1370,-0.1515,-0.1069,0.0025,0.00000,0.00000
918,36.7200,0.3368,0.0000,-0.0083,0.4583,0.0289,-0.1288,-0.1441,-0.0920,-0.0093,20.6122,-73.4376,0.4660,-0.05482,-2.05271,-0.0622,-0.1559,-0.0482,-0.0295,0.00000,0.00000
919,36.7600,0.3368,0.0000,-0.0083,0.4406,0.0181,-0.0576,-0.0918,0.0805,0.0147,20.6111,-73.4196,0.4620,-0.05356,-1.94899,-0.0017,-0.1283,-0.0866,-0.0132,0.00000,0.00000
920,36.8000,0.3368,0.0000,-0.0083,0.4338,0.0194,-0.0104,-0.0987,0.1206,-0.0598,20.6102,-73.4020,0.4602,-0.04941,-1.84245,0.0264,-0.1390,-0.1001,-0.0286,0.00000,0.00000
921,36.8400,0.3368,0.0000,-0.0083,0.4321,0.0146,0.0154,-0.0752,0.0835,-0.0353,20.6093,-73.3846,0.4598,-0.04536,-1.72565,0.0304,-0.1542,-0.1212,-0.0319,0.00000,0.00000
922,36.8800,0.3368,0.0000,-0.0083,0.4252,-0.0008,0.0232,0.0025,0.1979,-0.0098,20.6090,-73.3674,0.4598,-0.03995,-1.66545,0.0298,-0.1503,-0.0841,0.0317,0.00000,0.00000
923,36.9200,0.3368,0.0000,-0.0083,0.4242,0.0054,0.0247,-0.0286,0.2019,-0.0269,20.6088,-73.3503,0.4599,-0.03209,-1.64409,0.0538,-0.1467,-0.0821,0.0011,0.00000,0.00000
924,36.9600,0.3368,0.0000,-0.0083,0.4281,0.0064,0.0245,-0.0339,0.1539,-0.0041,20.6084,-73.3331,0.4599,-0.02521,-1.62816,0.0474,-0.1459,-0.0889,0.0143,0.00000,0.00000
925,37.0000,0.3368,0.0000,-0.0083,0.4347,0.0003,0.0304,-0.0030,0.1024,0.0185,20.6082,-73.3158,0.4599,-0.02031,-1.66330,0.0528,-0.1463,-0.0980,0.0188,0.00000,0.00000
926,37.0400,0.3368,0.0000,-0.0083,0.4452,0.0013,0.0324,-0.0072,0.0313,-0.0201,20.6082,-73.2981,0.4601,-0.01760,-1.69195,0.0592,-0.1450,-0.0941,0.0149,0.00000,0.00000
927,37.0800,0.3368,0.0000,-0.0083,0.4767,0.0045,0.0522,-0.0328,0.0221,-0.1079,20.6078,-73.2798,0.4611,-0.01604,-1.63914,0.1420,-0.2031,-0.1716,0.1572,0.00000,0.00000
928,37.1200,0.3368,0.0000,-0.0083,0.5312,-0.0174,-0.0090,0.0917,-0.0386,0.0266,20.6078,-73.2596,0.4617,-0.01792,-1.71316,0.2727,-0.3097,-0.3423,0.2156,0.00000,0.00000
929,37.1600,0.3368,0.0000,-0.0083,0.5478,-0.0164,-0.2093,0.2106,0.1634,0.0686,20.6085,-73.2378,0.4575,-0.01490,-2.04672,0.5211,-0.4638,-0.5531,0.3142,0.00000,0.00000
930,37.2000,0.3368,0.0000,-0.0083,0.5367,-0.0148,-0.6186,0.1482,0.2860,0.0747,20.6093,-73.2160,0.4395,-0.00227,-2.38033,0.8058,-0.4260,-0.6664,0.4119,0.00000,0.00000
931,37.2400,0.3368,0.0000,-0.0083,0.5693,0.0547,-0.9584,-0.2209,-0.4878,0.6216,20.6095,-73.1938,0.4027,-0.00093,-2.63457,0.6721,-0.1884,-0.3720,0.3054,0.00000,0.00000
932,37.2800,0.3368,0.0000,-0.0083,0.5376,0.0578,-0.5926,-0.2503,-0.3234,-0.1182,20.6067,-73.1718,0.3699,-0.01855,-2.54170,0.0904,-0.0615,-0.2089,0.1984,0.00000,0.00000
933,37.3200,0.3368,0.0000,-0.0083,0.5415,0.0154,-0.2595,-0.0716,-0.3430,-0.2232,20.6046,-73.1501,0.3530,-0.03466,-2.21201,-0.1161,-0.1426,-0.0846,0.0042,0.00000,0.00000
934,37.3600,0.3368,0.0000,-0.0083,0.5382,-0.0226,-0.0746,0.1094,-0.1642,-0.1319,20.6047,-73.1284,0.3464,-0.04549,-2.04073,-0.0351,-0.1654,-0.0214,-0.0407,0.00000,0.00000
935,37.4000,0.3368,0.0000,-0.0083,0.5254,-0.0039,-0.0050,0.0166,0.0163,-0.0895,20.6052,-73.1072,0.3448,-0.04785,-1.94817,0.0476,-0.1524,-0.0421,-0.0437,0.00000,0.00000
936,37.4400,0.3368,0.0000,-0.0083,0.5150,0.0206,-0.0058,-0.1047,0.0838,-0.0032,20.6045,-73.0864,0.3442,-0.04494,-1.86099,0.0763,-0.1351,-0.0782,-0.0173,0.00000,0.00000
937,37.4800,0.3368,0.0000,-0.0083,0.5095,0.0078,-0.0134,-0.0410,0.1284,0.0553,20.6037,-73.0658,0.3431,-0.03977,-1.86343,0.0846,-0.0965,-0.0781,0.0315,0.00000,0.00000
938,37.5200,0.3368,0.0000,-0.0083,0.5102,0.0022,0.0140,-0.0121,0.1178,0.0564,20.6033,-73.0453,0.3424,-0.03494,-1.95787,0.1015,-0.1144,-0.0842,0.0093,0.00000,0.00000
939,37.5600,0.3368,0.0000,-0.0083,0.5129,-0.0016,0.0277,0.0069,0.0681,0.0485,20.6030,-73.0248,0.3425,-0.03128,-2.02413,0.0926,-0.1143,-0.0829,0.0001,0.00000,0.00000
940,37.6000,0.3368,0.0000,-0.0083,0.5138,-0.0006,0.0268,0.0015,0.0353,0.0609,20.6027,-73.0043,0.3428,-0.02942,-2.09768,0.1065,-0.1137,-0.0797,0.0048,0.00000,0.00000
941,37.6400,0.3368,0.0000,-0.0083,0.5319,-0.0179,-0.0566,0.0861,-0.0590,-0.0556,20.6027,-72.9835,0.3417,-0.02930,-2.12402,0.1255,-0.1107,-0.0848,0.0164,0.00000,0.00000
942,37.6800,0.3368,0.0000,-0.0083,0.5663,-0.0320,-0.1434,0.1524,0.0040,-0.0504,20.6033,-72.9614,0.3376,-0.03192,-2.27355,0.3100,-0.2476,-0.2633,0.1287,0.00000,0.00000
943,37.7200,0.3368,0.0000,-0.0083,0.5735,-0.0248,-0.4009,0.3230,0.0547,0.0436,20.6042,-72.9382,0.3275,-0.02966,-2.56752,0.5410,-0.4719,-0.4673,0.1636,0.00000,0.00000
944,37.7600,0.3368,0.0000,-0.0083,0.5621,-0.0336,-0.8157,0.3851,0.0799,-0.1227,20.6054,-72.9148,0.3017,-0.02556,3.02555,0.7205,-0.3511,-0.4247,0.4049,0.00000,0.00000
945,37.8000,0.3368,0.0000,-0.0083,0.5671,0.1327,-0.7530,-0.4258,0.5508,0.4195,20.6041,-72.8904,0.2644,-0.02149,3.12393,0.6385,-0.0530,-0.2165,0.4975,0.00000,0.00000
946,37.8400,0.3368,0.0000,-0.0083,0.6151,0.1042,-0.3793,-0.4856,-0.5091,-0.0580,20.5976,-72.8667,0.2419,-0.02150,-2.27069,0.0475,0.0499,-0.3078,0.1619,0.00000,0.00000
947,37.8800,0.3368,0.0000,-0.0083,0.6492,-0.0458,-0.2076,0.2206,-0.8818,-0.0272,20.5962,-72.8413,0.2302,-0.05478,-2.16207,-0.1223,-0.1223,-0.1507,-0.1181,0.00000,0.00000
948,37.9200,0.3368,0.0000,-0.0083,0.6249,-0.0858,-0.0625,0.4266,-0.5093,-0.0641,20.5993,-72.8160,0.2254,-0.08413,-2.52264,-0.0870,-0.1751,-0.0795,-0.0561,0.00000,0.00000
949,37.9600,0.3368,0.0000,-0.0083,0.5805,-0.0083,0.0024,0.0409,0.0139,0.0149,20.6010,-72.7922,0.2255,-0.09219,-2.90171,0.0054,-0.1524,-0.0799,-0.0610,0.00000,0.00000
950,38.0000,0.3368,0.0000,-0.0083,0.5481,0.0312,-0.0490,-0.1556,0.2447,0.0278,20.5998,-72.7696,0.2250,-0.08435,-2.74089,0.0298,-0.0831,-0.0909,0.0071,0.00000,0.00000
951,38.0400,0.3368,0.0000,-0.0083,0.5422,0.0209,-0.0489,-0.1068,0.1387,-0.0143,20.5981,-72.7476,0.2231,-0.07672,-2.54039,0.0257,-0.0916,-0.1029,0.0324,0.00000,0.00000
952,38.0800,0.3368,0.0000,-0.0083,0.5396,-0.0053,-0.0092,0.0254,0.0938,-0.0221,20.5974,-72.7258,0.2221,-0.07217,-2.49092,0.0045,-0.1051,-0.1054,0.0033,0.00000,0.00000
953,38.1200,0.3368,0.0000,-0.0083,0.5346,-0.0113,0.0119,0.0556,0.0741,-0.0324,20.5974,-72.7043,0.2224,-0.06922,-2.54643,0.0142,-0.1136,-0.0928,-0.0138,0.00000,0.00000
954,38.1600,0.3368,0.0000,-0.0083,0.5257,-0.0043,0.0106,0.0203,0.0884,-0.0195,20.5973,-72.6831,0.2228,-0.06593,-2.59413,0.0239,-0.1079,-0.0942,0.0044,0.00000,0.00000
955,38.2000,0.3368,0.0000,-0.0083,0.5191,0.0024,0.0047,-0.0131,0.0676,-0.0070,20.5970,-72.6622,0.2230,-0.06274,-2.59440,0.0350,-0.0993,-0.0956,0.0154,0.00000,0.00000
956,38.2400,0.3368,0.0000,-0.0083,0.5144,0.0010,0.0036,-0.0062,0.0408,-0.0026,20.5965,-72.6416,0.2229,-0.06045,-2.58708,0.0319,-0.0964,-0.1025,0.0136,0.00000,0.00000
957,38.2800,0.3368,0.0000,-0.0083,0.5096,-0.0003,0.0057,0.0004,0.0344,-0.0078,20.5961,-72.6211,0.2228,-0.05900,-2.59252,0.0275,-0.0996,-0.0985,0.0061,0.00000,0.00000
958,38.3200,0.3368,0.0000,-0.0083,0.5041,-0.0019,0.0106,0.0087,0.0463,0.0033,20.5957,-72.6009,0.2229,-0.05727,-2.61444,0.0250,-0.1022,-0.1031,0.0125,0.00000,0.00000
959,38.3600,0.3368,0.0000,-0.0083,0.5000,-0.0003,0.0116,0.0003,0.0322,-0.0075,20.5954,-72.5808,0.2230,-0.05570,-2.63164,0.0313,-0.0994,-0.1001,0.0083,0.00000,0.00000
960,38.4000,0.3368,0.0000,-0.0083,0.4957,0.0004,0.0085,-0.0031,0.0254,-0.0087,20.5950,-72.5609,0.2230,-0.05453,-2.63159,0.0295,-0.0961,-0.0967,0.0100,0.00000,0.00000
961,38.4400,0.3368,0.0000,-0.0083,0.4908,0.0008,0.0106,-0.0054,0.0376,-0.0035,20.5946,-72.5412,0.2229,-0.05317,-2.63575,0.0290,-0.0993,-0.1014,0.0114,0.00000,0.00000
962,38.4800,0.3368,0.0000,-0.0083,0.4878,0.0007,0.0175,-0.0046,0.0279,-0.0249,20.5941,-72.5217,0.2230,-0.05184,-2.63160,0.0290,-0.1055,-0.1087,0.0152,0.00000,0.00000
963,38.5200,0.3368,0.0000,-0.0083,0.4837,-0.0012,0.0187,0.0045,0.0451,-0.0258,20.5938,-72.5023,0.2233,-0.05032,-2.62270,0.0259,-0.1071,-0.1063,0.0105,0.00000,0.00000
964,38.5600,0.3368,0.0000,-0.0083,0.4810,-0.0003,0.0150,0.0002,0.0306,-0.0156,20.5934,-72.4830,0.2234,-0.04891,-2.62330,0.0263,-0.1084,-0.1059,0.0105,0.00000,0.00000
965,38.6000,0.3368,0.0000,-0.0083,0.4782,-0.0007,0.0150,0.0025,0.0268,-0.0085,20.5931,-72.4639,0.2235,-0.04774,-2.62916,0.0261,-0.1063,-0.1076,0.0188,0.00000,0.00000
966,38.6400,0.3368,0.0000,-0.0083,0.4766,-0.0002,0.0163,-0.0005,0.0088,-0.0180,20.5928,-72.4448,0.2235,-0.04706,-2.63212,0.0297,-0.1049,-0.1076,0.0142,0.00000,0.00000
967,38.6800,0.3368,0.0000,-0.0083,0.4737,0.0007,0.0181,-0.0046,0.0180,-0.0114,20.5924,-72.4258,0.2236,-0.04647,-2.63116,0.0280,-0.1092,-0.1123,0.0092,0.00000,0.00000
968,38.7200,0.3368,0.0000,-0.0083,0.4714,0.0001,0.0165,-0.0017,0.0158,-0.0084,20.5920,-72.4070,0.2237,-0.04581,-2.62797,0.0273,-0.1072,-0.1080,0.0163,0.00000,0.00000
969,38.7600,0.3368,0.0000,-0.0083,0.4684,0.0000,0.0153,-0.0013,0.0296,-0.0133,20.5917,-72.3882,0.2237,-0.04482,-2.63276,0.0253,-0.1082,-0.1106,0.0106,0.00000,0.00000
970,38.8000,0.3368,0.0000,-0.0083,0.4676,0.0010,0.0167,-0.0061,0.0094,-0.0118,20.5913,-72.3695,0.2237,-0.04419,-2.62586,0.0262,-0.1097,-0.1069,0.0150,0.00000,0.00000
971,38.8400,0.3368,0.0000,-0.0083,0.4656,0.0006,0.0175,-0.0044,0.0140,-0.0252,20.5909,-72.3509,0.2237,-0.04363,-2.61379,0.0273,-0.1073,-0.1097,0.0127,0.00000,0.00000
972,38.8800,0.3368,0.0000,-0.0083,0.4653,-0.0020,0.0184,0.0087,-0.0104,-0.0046,20.5906,-72.3323,0.2238,-0.04362,-2.61826,0.0250,-0.1090,-0.1120,0.0166,0.00000,0.00000
973,38.9200,0.3368,0.0000,-0.0083,0.4626,-0.0012,0.0172,0.0049,0.0102,-0.0110,20.5904,-72.3138,0.2238,-0.04360,-2.64187,0.0268,-0.1074,-0.1093,0.0108,0.00000,0.00000
974,38.9600,0.3368,0.0000,-0.0083,0.4605,0.0006,0.0189,-0.0044,0.0162,-0.0196,20.5901,-72.2953,0.2238,-0.04299,-2.64177,0.0268,-0.1088,-0.1138,0.0162,0.00000,0.00000
975,39.0000,0.3368,0.0000,-0.0083,0.4593,0.0015,0.0183,-0.0089,0.0120,-0.0147,20.5897,-72.2770,0.2239,-0.04247,-2.62656,0.0253,-0.1120,-0.1132,0.0078,0.00000,0.00000
976,39.0400,0.3368,0.0000,-0.0083,0.4580,-0.0001,0.0174,-0.0010,0.0084,-0.0075,20.5894,-72.2587,0.2239,-0.04208,-2.61906,0.0256,-0.1088,-0.1095,0.0183,0.00000,0.00000
977,39.0800,0.3368,0.0000,-0.0083,0.4571,-0.0002,0.0173,-0.0001,0.0001,-0.0017,20.5891,-72.2404,0.2238,-0.04193,-2.63125,0.0263,-0.1090,-0.1109,0.0120,0.00000,0.00000
