step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right,ref_x,ref_y
386,15.4400,0.2980,0.0000,-0.0482,0.3544,0.0054,0.0269,-0.0264,0.1357,-0.0504,1.5640,0.0493,0.2238,-0.02759,-0.88390,0.0281,-0.0816,-0.1149,0.0436,0.01026,0.01728,1.4995,0.0804
387,15.4800,0.2971,0.0000,-0.0489,0.3581,0.0080,0.0260,-0.0394,-0.0130,-0.0573,1.5644,0.0350,0.2238,-0.02603,-1.22657,0.0141,-0.1121,-0.1048,0.0158,0.00700,0.01435,1.4996,0.0684
388,15.5200,0.2961,0.0000,-0.0496,0.3470,-0.0142,0.0198,0.0675,0.1532,0.0685,1.5643,0.0209,0.2236,-0.02198,-1.01956,-0.0233,-0.1032,-0.1366,0.0103,0.00693,0.01610,1.4997,0.0564
389,15.5600,0.2951,0.0000,-0.0506,0.3600,0.0045,0.0304,-0.0237,-0.1811,0.0314,1.5642,0.0068,0.2233,-0.02483,-0.67311,0.0288,-0.1173,-0.0956,0.0246,0.00630,0.01131,1.4998,0.0444
390,15.6000,0.2942,0.0000,-0.0521,0.3494,0.0023,0.0301,-0.0111,-0.0362,-0.0706,1.5644,-0.0072,0.2235,-0.02778,-0.79955,0.0150,-0.0861,-0.1201,0.0120,0.00802,0.01517,1.4999,0.0324
391,15.6400,0.2932,0.0000,-0.0537,0.3374,0.0140,0.0235,-0.0696,0.1391,-0.0303,1.5648,-0.0210,0.2235,-0.02582,-1.12507,0.0088,-0.1180,-0.0892,-0.0183,0.00794,0.01458,1.5000,0.0204
392,15.6800,0.2922,0.0000,-0.0550,0.3462,0.0131,0.0152,-0.0656,-0.1371,0.0095,1.5656,-0.0347,0.2230,-0.02646,-1.24341,0.0091,-0.1117,-0.1021,0.0234,0.00372,0.01014,1.5000,0.0084
393,15.7200,0.2913,0.0000,-0.0566,0.3372,-0.0032,0.0240,0.0148,-0.0014,-0.0247,1.5657,-0.0482,0.2227,-0.02836,-1.24687,0.0109,-0.0965,-0.1128,0.0017,0.00441,0.01410,1.5000,-0.0036
394,15.7600,0.2903,0.0000,-0.0583,0.3410,0.0120,0.0420,-0.0593,-0.1544,-0.0736,1.5660,-0.0618,0.2230,-0.03271,-1.43471,0.0472,-0.1166,-0.0829,0.0054,0.00428,0.01174,1.5000,-0.0156
395,15.8000,0.2894,0.0000,-0.0598,0.3320,0.0060,0.0263,-0.0299,-0.0898,-0.0742,1.5664,-0.0751,0.2234,-0.03672,-1.68104,0.0276,-0.0989,-0.1013,-0.0026,0.00627,0.01410,1.4999,-0.0276
396,15.8400,0.2886,0.0000,-0.0611,0.3224,-0.0000,0.0178,-0.0008,-0.0198,-0.0506,1.5665,-0.0881,0.2232,-0.03867,-1.82359,0.0210,-0.1062,-0.1024,0.0072,0.00630,0.01480,1.4999,-0.0396
397,15.8800,0.2877,0.0000,-0.0622,0.3082,0.0072,0.0168,-0.0360,0.1412,-0.0211,1.5666,-0.1007,0.2229,-0.03569,-1.87824,0.0069,-0.1178,-0.0992,-0.0328,0.00861,0.01430,1.4998,-0.0516
398,15.9200,0.2870,0.0000,-0.0633,0.3026,0.0018,0.0168,-0.0091,0.1483,-0.0162,1.5668,-0.1130,0.2224,-0.02956,-1.89804,0.0040,-0.0994,-0.0887,0.0165,0.00517,0.01380,1.4997,-0.0636
399,15.9600,0.2863,0.0000,-0.0645,0.3123,-0.0117,0.0323,0.0580,-0.1079,-0.0270,1.5665,-0.1252,0.2223,-0.02956,-1.90758,0.0066,-0.1094,-0.1126,0.0255,0.00086,0.01208,1.4995,-0.0756
400,16.0000,0.2856,0.0000,-0.0659,0.2974,0.0003,0.0507,-0.0008,0.1398,-0.0740,1.5661,-0.1374,0.2229,-0.02851,-2.07714,0.0272,-0.1252,-0.0990,-0.0290,0.00403,0.01292,1.4994,-0.0875
401,16.0400,0.2850,0.0000,-0.0672,0.2940,0.0106,0.0229,-0.0516,0.1076,-0.0767,1.5664,-0.1493,0.2232,-0.02349,-2.21487,0.0130,-0.1056,-0.0826,-0.0085,0.00230,0.00937,1.4992,-0.0995
402,16.0800,0.2845,0.0000,-0.0681,0.3018,0.0136,0.0173,-0.0668,-0.1255,-0.0963,1.5668,-0.1612,0.2226,-0.02497,-2.25054,0.0360,-0.1102,-0.0856,0.0062,0.00080,0.00643,1.4990,-0.1115
403,16.1200,0.2840,0.0000,-0.0688,0.2853,-0.0080,0.0440,0.0397,0.1962,-0.0354,1.5667,-0.1729,0.2227,-0.02185,-2.30914,0.0013,-0.1219,-0.1207,0.0176,0.00292,0.01059,1.4987,-0.1235
404,16.1600,0.2836,0.0000,-0.0695,0.2885,-0.0091,0.0312,0.0437,0.0988,0.0140,1.5662,-0.1844,0.2230,-0.01648,-2.37589,-0.0030,-0.1238,-0.1025,-0.0343,0.00062,0.00731,1.4985,-0.1354
405,16.2000,0.2832,0.0000,-0.0704,0.2896,0.0012,0.0360,-0.0050,0.0515,-0.0531,1.5659,-0.1961,0.2230,-0.01403,-2.41071,0.0221,-0.1222,-0.0977,0.0213,0.00181,0.00572,1.4982,-0.1474
406,16.2400,0.2829,0.0000,-0.0715,0.2879,0.0054,0.0422,-0.0254,0.0973,-0.0655,1.5659,-0.2076,0.2233,-0.01080,-2.45083,0.0133,-0.1267,-0.1007,-0.0058,0.00076,0.00454,1.4979,-0.1593
407,16.2800,0.2826,0.0000,-0.0724,0.2894,-0.0003,0.0289,0.0037,0.0868,-0.1163,1.5658,-0.2192,0.2232,-0.00707,-2.52979,0.0109,-0.1111,-0.0962,0.0020,-0.00090,0.00397,1.4975,-0.1712
408,16.3200,0.2824,0.0000,-0.0730,0.2916,-0.0090,0.0245,0.0440,0.0825,-0.0147,1.5653,-0.2309,0.2229,-0.00380,-2.60318,-0.0218,-0.1280,-0.1143,-0.0201,-0.00238,0.00344,1.4972,-0.1831
409,16.3600,0.2821,0.0000,-0.0736,0.3077,0.0039,0.0492,-0.0185,-0.2105,-0.0681,1.5650,-0.2429,0.2229,-0.00785,-2.63434,0.0407,-0.1263,-0.1063,0.0228,-0.00289,0.00119,1.4968,-0.1950
410,16.4000,0.2819,0.0000,-0.0742,0.3105,-0.0060,0.0470,0.0289,-0.2356,-0.0442,1.5647,-0.2550,0.2237,-0.01651,-2.68321,0.0238,-0.1081,-0.1091,0.0077,0.00185,0.00468,1.4964,-0.2069
411,16.4400,0.2816,0.0000,-0.0748,0.2867,-0.0093,0.0128,0.0448,0.2356,0.0186,1.5639,-0.2669,0.2235,-0.01482,-2.76193,-0.0160,-0.1057,-0.1026,-0.0367,0.00830,0.00808,1.4960,-0.2188
412,16.4800,0.2814,0.0000,-0.0756,0.2915,0.0053,0.0173,-0.0244,0.1239,-0.0800,1.5636,-0.2786,0.2225,-0.00826,-2.77156,0.0111,-0.0953,-0.0766,0.0544,0.00511,0.00583,1.4955,-0.2307
413,16.5200,0.2811,0.0000,-0.0765,0.3010,-0.0027,0.0357,0.0127,-0.0113,-0.0107,1.5634,-0.2905,0.2223,-0.00620,-2.77000,-0.0077,-0.1112,-0.1058,-0.0027,0.00135,0.00395,1.4951,-0.2425
414,16.5600,0.2808,0.0000,-0.0774,0.2947,-0.0117,0.0358,0.0589,0.1827,-0.0632,1.5627,-0.3025,0.2223,-0.00216,-2.84556,-0.0113,-0.1001,-0.0987,0.0022,0.00169,0.00583,1.4946,-0.2544
415,16.6000,0.2805,0.0000,-0.0784,0.3076,0.0062,0.0379,-0.0283,-0.0303,-0.1035,1.5622,-0.3146,0.2223,-0.00045,-2.88124,0.0117,-0.1102,-0.0817,-0.0018,-0.00184,0.00110,1.4940,-0.2662
416,16.6400,0.2802,0.0000,-0.0791,0.3189,-0.0001,0.0392,-0.0005,-0.2023,-0.0369,1.5620,-0.3271,0.2224,-0.00565,-2.87737,0.0133,-0.0991,-0.0896,0.0353,-0.00104,0.00227,1.4935,-0.2780
417,16.6800,0.2799,0.0000,-0.0797,0.3167,0.0039,0.0437,-0.0175,-0.1151,-0.1515,1.5616,-0.3397,0.2227,-0.01176,-2.90267,0.0375,-0.0988,-0.0960,0.0064,0.00267,0.00404,1.4929,-0.2898
418,16.7200,0.2795,0.0000,-0.0802,0.3064,0.0028,0.0379,-0.0130,0.1096,-0.0924,1.5613,-0.3521,0.2231,-0.01080,-2.91778,0.0105,-0.1003,-0.0944,0.0022,0.00536,0.00741,1.4923,-0.3015
419,16.7600,0.2790,0.0000,-0.0802,0.3088,0.0035,0.0311,-0.0171,0.0673,-0.0436,1.5609,-0.3644,0.2230,-0.00757,-2.91260,0.0134,-0.1151,-0.1011,0.0186,0.00295,0.00421,1.4917,-0.3133
420,16.8000,0.2786,0.0000,-0.0803,0.3190,0.0067,0.0129,-0.0338,-0.1246,-0.0492,1.5606,-0.3770,0.2225,-0.00975,-2.89953,0.0042,-0.0999,-0.0731,-0.0228,0.00335,0.00282,1.4911,-0.3250
421,16.8400,0.2780,0.0000,-0.0804,0.3085,-0.0008,0.0380,0.0040,0.1255,-0.0235,1.5601,-0.3895,0.2221,-0.00869,-2.89590,0.0019,-0.1133,-0.1025,0.0296,0.00565,0.00601,1.4904,-0.3367
422,16.8800,0.2775,0.0000,-0.0809,0.3249,-0.0067,0.0515,0.0332,-0.1648,-0.0740,1.5594,-0.4021,0.2226,-0.01025,-2.91283,0.0217,-0.1043,-0.1048,0.0313,0.00333,0.00503,1.4897,-0.3484
423,16.9200,0.2769,0.0000,-0.0814,0.3182,-0.0188,0.0235,0.0918,-0.0032,-0.0195,1.5581,-0.4149,0.2228,-0.01302,-2.98353,-0.0083,-0.0838,-0.0956,-0.0264,0.00586,0.00879,1.4890,-0.3600
424,16.9600,0.2762,0.0000,-0.0818,0.3123,0.0095,0.0429,-0.0456,0.1023,-0.0720,1.5573,-0.4275,0.2227,-0.01142,-3.00272,0.0190,-0.1288,-0.1026,0.0275,0.00927,0.00635,1.4883,-0.3717
425,17.0000,0.2755,0.0000,-0.0825,0.3229,0.0097,0.0276,-0.0498,-0.1136,0.0133,1.5572,-0.4402,0.2229,-0.01191,-2.95871,-0.0022,-0.1050,-0.0926,-0.0089,0.00662,0.00412,1.4875,-0.3833
426,17.0400,0.2748,0.0000,-0.0833,0.3196,-0.0028,0.0236,0.0151,-0.0317,-0.0907,1.5566,-0.4529,0.2224,-0.01460,-2.96091,0.0347,-0.0730,-0.0772,0.0485,0.00879,0.00722,1.4867,-0.3949
427,17.0800,0.2740,0.0000,-0.0841,0.3222,-0.0096,0.0390,0.0483,-0.0740,-0.1259,1.5556,-0.4657,0.2224,-0.01640,-2.99563,0.0089,-0.0878,-0.1136,0.0125,0.00930,0.00872,1.4859,-0.4064
428,17.1200,0.2732,0.0000,-0.0847,0.3181,-0.0010,0.0443,0.0054,-0.0036,-0.1189,1.5546,-0.4784,0.2229,-0.01818,-3.02948,0.0237,-0.1047,-0.0998,-0.0047,0.01120,0.01007,1.4851,-0.4180
429,17.1600,0.2723,0.0000,-0.0849,0.3036,0.0147,0.0208,-0.0716,0.2492,-0.0859,1.5541,-0.4909,0.2229,-0.01256,-3.01850,0.0036,-0.1044,-0.0808,-0.0269,0.01153,0.00930,1.4842,-0.4295
430,17.2000,0.2714,0.0000,-0.0848,0.3114,0.0048,0.0209,-0.0217,0.0851,-0.0925,1.5538,-0.5033,0.2222,-0.00600,-2.99011,0.0105,-0.0861,-0.0962,0.0566,0.00500,0.00714,1.4833,-0.4410
431,17.2400,0.2705,0.0000,-0.0847,0.3247,0.0015,0.0441,-0.0072,-0.1244,-0.0803,1.5530,-0.5160,0.2222,-0.00821,-2.99059,0.0314,-0.1060,-0.0829,0.0005,0.00236,0.00545,1.4824,-0.4524
432,17.2800,0.2696,0.0000,-0.0846,0.3215,-0.0110,0.0434,0.0526,-0.0376,-0.0080,1.5518,-0.5288,0.2227,-0.01083,-3.00966,0.0005,-0.1046,-0.1115,0.0045,0.00309,0.00757,1.4815,-0.4639
433,17.3200,0.2686,0.0000,-0.0847,0.3150,-0.0002,0.0419,0.0004,0.0965,-0.0209,1.5506,-0.5415,0.2230,-0.00955,-3.02817,0.0157,-0.1175,-0.1036,0.0044,0.00537,0.00666,1.4806,-0.4753
434,17.3600,0.2676,0.0000,-0.0852,0.3249,0.0153,0.0395,-0.0729,-0.1096,-0.1532,1.5501,-0.5543,0.2232,-0.01071,-3.00871,0.0463,-0.0990,-0.0805,0.0319,0.00332,0.00416,1.4796,-0.4866
435,17.4000,0.2665,0.0000,-0.0854,0.3396,-0.0067,0.0280,0.0320,-0.4099,-0.0654,1.5493,-0.5674,0.2233,-0.02181,-3.00407,0.0194,-0.0952,-0.1119,0.0251,0.00253,0.00506,1.4786,-0.4980
436,17.4400,0.2654,0.0000,-0.0856,0.3148,-0.0025,0.0230,0.0128,0.0466,-0.0733,1.5478,-0.5803,0.2231,-0.02775,-3.03328,0.0282,-0.0953,-0.0981,-0.0341,0.01022,0.01068,1.4776,-0.5093
437,17.4800,0.2643,0.0000,-0.0857,0.2968,0.0030,0.0239,-0.0150,0.3257,-0.0257,1.5468,-0.5925,0.2229,-0.01849,-3.03152,-0.0087,-0.0987,-0.1197,0.0102,0.00889,0.01262,1.4765,-0.5205
438,17.5200,0.2631,0.0000,-0.0860,0.3033,0.0025,0.0404,-0.0101,0.1881,-0.1095,1.5460,-0.6047,0.2228,-0.00887,-3.02628,0.0308,-0.0987,-0.1015,0.0435,0.00162,0.00855,1.4754,-0.5318
439,17.5600,0.2619,0.0000,-0.0863,0.3262,-0.0074,0.0556,0.0378,-0.2541,-0.1411,1.5449,-0.6172,0.2235,-0.01185,-3.03575,0.0443,-0.1009,-0.1147,0.0401,-0.00369,0.00467,1.4743,-0.5430
440,17.6000,0.2608,0.0000,-0.0864,0.3185,-0.0020,0.0530,0.0097,-0.0932,-0.1364,1.5433,-0.6299,0.2244,-0.01917,-3.05920,0.0421,-0.1240,-0.0983,0.0011,0.00189,0.00570,1.4732,-0.5541
441,17.6400,0.2595,0.0000,-0.0861,0.3033,0.0206,0.0288,-0.0979,0.1360,-0.2302,1.5425,-0.6423,0.2247,-0.01725,-3.04913,0.0627,-0.0922,-0.0768,0.0203,0.00464,0.00569,1.4721,-0.5653
442,17.6800,0.2583,0.0000,-0.0851,0.2922,0.0114,0.0267,-0.0552,0.3318,-0.0643,1.5419,-0.6543,0.2245,-0.00621,-3.02424,0.0287,-0.1104,-0.1311,0.0146,0.00269,0.00628,1.4709,-0.5764
443,17.7200,0.2571,0.0000,-0.0840,0.2927,0.0062,0.0368,-0.0257,0.3713,-0.1727,1.5410,-0.6662,0.2241,0.00776,-3.01614,0.0570,-0.1011,-0.1061,0.0179,-0.00290,0.00177,1.4697,-0.5874
444,17.7600,0.2560,0.0000,-0.0828,0.2905,0.0174,0.0880,-0.0682,0.5145,-0.4562,1.5401,-0.6782,0.2249,0.02586,-3.01135,0.1262,-0.1047,-0.1093,0.0486,-0.00766,-0.00314,1.4685,-0.5984
445,17.8000,0.2548,0.0000,-0.0804,0.3283,-0.0120,0.0596,0.0606,-0.1089,-0.1306,1.5387,-0.6908,0.2264,0.03179,-3.01320,0.0462,-0.1188,-0.1329,-0.0094,-0.01685,-0.01247,1.4673,-0.6094
446,17.8400,0.2536,0.0000,-0.0770,0.3433,-0.0290,0.0250,0.1410,-0.2613,-0.0685,1.5358,-0.7040,0.2259,0.02200,-3.05105,0.0539,-0.1116,-0.0994,0.0558,-0.01326,-0.01062,1.4660,-0.6204
447,17.8800,0.2524,0.0000,-0.0741,0.3483,0.0170,0.0402,-0.0773,-0.3053,-0.2082,1.5336,-0.7175,0.2255,0.00989,-3.06189,0.0946,-0.1082,-0.0837,-0.0040,-0.00626,-0.00948,1.4648,-0.6313
448,17.9200,0.2510,0.0000,-0.0711,0.3398,0.0114,0.0259,-0.0534,-0.0731,-0.1540,1.5323,-0.7310,0.2253,0.00425,-3.04573,0.0376,-0.0889,-0.1117,0.0118,-0.00382,-0.00063,1.4635,-0.6422
449,17.9600,0.2495,0.0000,-0.0679,0.3463,0.0062,0.0110,-0.0282,-0.1605,-0.1617,1.5305,-0.7446,0.2244,-0.00145,-3.04012,0.0516,-0.0984,-0.0792,0.0114,-0.00232,0.00161,1.4621,-0.6530
450,18.0000,0.2480,0.0000,-0.0648,0.3487,-0.0117,0.0283,0.0584,-0.1888,-0.0968,1.5281,-0.7581,0.2238,-0.00793,-3.04721,0.0260,-0.0998,-0.1252,0.0238,-0.00180,0.00450,1.4608,-0.6638
451,18.0400,0.2463,0.0000,-0.0619,0.3525,-0.0195,0.0465,0.0944,-0.2613,-0.0364,1.5252,-0.7717,0.2241,-0.01738,-3.06901,0.0387,-0.1090,-0.1234,0.0233,0.00156,0.00722,1.4594,-0.6745
452,18.0800,0.2446,0.0000,-0.0595,0.3449,-0.0202,0.0231,0.0981,-0.1797,-0.0494,1.5220,-0.7851,0.2244,-0.02545,-3.09540,0.0246,-0.0783,-0.1235,-0.0007,0.00786,0.01132,1.4580,-0.6852
453,18.1200,0.2428,0.0000,-0.0576,0.3398,0.0018,0.0262,-0.0099,-0.2062,0.0138,1.5194,-0.7984,0.2242,-0.03384,-3.10556,0.0419,-0.1081,-0.1139,0.0257,0.01087,0.01086,1.4566,-0.6958
454,18.1600,0.2409,0.0000,-0.0564,0.3189,0.0127,0.0106,-0.0624,0.0689,-0.0571,1.5175,-0.8113,0.2239,-0.03481,-3.09819,0.0394,-0.0703,-0.1023,-0.0074,0.01334,0.01480,1.4551,-0.7065
455,18.2000,0.2390,0.0000,-0.0556,0.3164,0.0092,0.0119,-0.0459,-0.0159,-0.0291,1.5159,-0.8240,0.2233,-0.03403,-3.08427,0.0161,-0.0988,-0.1114,0.0207,0.00933,0.01453,1.4537,-0.7170
456,18.2400,0.2370,0.0000,-0.0553,0.3137,0.0007,0.0273,-0.0033,-0.0669,-0.0979,1.5140,-0.8364,0.2230,-0.03599,-3.08075,0.0324,-0.0941,-0.0959,0.0280,0.00746,0.01609,1.4522,-0.7275
457,18.2800,0.2351,0.0000,-0.0552,0.3047,0.0015,0.0323,-0.0087,-0.0124,-0.0354,1.5119,-0.8485,0.2232,-0.03739,-3.08194,0.0258,-0.1081,-0.1003,-0.0146,0.00850,0.01583,1.4507,-0.7380
458,18.3200,0.2331,0.0000,-0.0553,0.3016,0.0029,0.0295,-0.0139,-0.0982,-0.1332,1.5099,-0.8604,0.2234,-0.03991,-3.08060,0.0344,-0.1042,-0.1032,0.0407,0.00777,0.01378,1.4491,-0.7484
459,18.3600,0.2312,0.0000,-0.0555,0.2936,0.0041,0.0258,-0.0203,-0.0799,-0.0933,1.5080,-0.8720,0.2236,-0.04343,-3.07999,0.0378,-0.1006,-0.0889,-0.0006,0.00727,0.01479,1.4476,-0.7588
460,18.4000,0.2293,0.0000,-0.0555,0.2730,0.0049,0.0261,-0.0240,0.1716,-0.0406,1.5061,-0.8831,0.2236,-0.04027,-3.07766,0.0298,-0.1086,-0.1146,0.0072,0.00880,0.01675,1.4460,-0.7691
461,18.4400,0.2275,0.0000,-0.0558,0.2709,0.0109,0.0089,-0.0531,0.0675,-0.0829,1.5045,-0.8939,0.2231,-0.03615,-3.06932,0.0141,-0.1062,-0.0818,-0.0154,0.00680,0.01336,1.4444,-0.7794
462,18.4800,0.2257,0.0000,-0.0562,0.2652,0.0046,0.0188,-0.0216,0.0718,-0.1075,1.5028,-0.9045,0.2225,-0.03319,-3.06327,0.0187,-0.1033,-0.0936,0.0125,0.00622,0.01353,1.4427,-0.7896
463,18.5200,0.2240,0.0000,-0.0567,0.2624,-0.0019,0.0481,0.0098,0.0551,-0.0561,1.5009,-0.9149,0.2228,-0.03067,-3.06360,0.0293,-0.1221,-0.1064,0.0154,0.00580,0.01247,1.4411,-0.7998
464,18.5600,0.2224,0.0000,-0.0573,0.2616,-0.0217,0.0351,0.1067,-0.0125,-0.0374,1.4984,-0.9250,0.2234,-0.02948,-3.07742,0.0069,-0.0978,-0.1201,0.0149,0.00379,0.01212,1.4394,-0.8099
465,18.6000,0.2208,0.0000,-0.0581,0.2692,-0.0105,0.0254,0.0514,-0.2766,-0.0292,1.4956,-0.9352,0.2234,-0.03722,-3.09487,0.0201,-0.1154,-0.0963,0.0078,0.00481,0.00796,1.4377,-0.8200
466,18.6400,0.2192,0.0000,-0.0592,0.2517,0.0128,0.0232,-0.0630,-0.0823,-0.0344,1.4937,-0.9453,0.2233,-0.04348,-3.09450,0.0297,-0.1069,-0.1010,-0.0206,0.01031,0.01040,1.4360,-0.8300
467,18.6800,0.2177,0.0000,-0.0606,0.2341,0.0077,0.0257,-0.0382,0.1196,-0.0112,1.4923,-0.9548,0.2232,-0.04101,-3.08318,0.0108,-0.1055,-0.1302,0.0200,0.00856,0.01199,1.4342,-0.8400
468,18.7200,0.2162,0.0000,-0.0625,0.2252,-0.0022,0.0279,0.0102,0.1955,0.0122,1.4906,-0.9639,0.2231,-0.03455,-3.08124,-0.0008,-0.1199,-0.1126,-0.0025,0.00681,0.01171,1.4325,-0.8499
469,18.7600,0.2148,0.0000,-0.0647,0.2301,0.0025,0.0169,-0.0112,-0.0189,-0.0776,1.4889,-0.9729,0.2228,-0.03220,-3.08121,0.0081,-0.1072,-0.0828,-0.0082,0.00465,0.00723,1.4307,-0.8598
470,18.8000,0.2135,0.0000,-0.0671,0.2170,0.0025,0.0364,-0.0111,0.1696,-0.0822,1.4872,-0.9817,0.2226,-0.02837,-3.08111,0.0104,-0.1160,-0.1041,0.0074,0.00573,0.00717,1.4289,-0.8696
471,18.8400,0.2123,0.0000,-0.0694,0.2169,0.0084,0.0299,-0.0421,0.0985,-0.0097,1.4858,-0.9903,0.2228,-0.02335,-3.07562,0.0140,-0.1152,-0.0850,-0.0280,0.00496,0.00405,1.4270,-0.8793
472,18.8800,0.2111,0.0000,-0.0718,0.2207,0.0149,0.0311,-0.0693,-0.0419,-0.2154,1.4846,-0.9990,0.2225,-0.02294,-3.06549,0.0518,-0.0994,-0.0782,0.0250,0.00248,0.00081,1.4252,-0.8890
473,18.9200,0.2100,0.0000,-0.0739,0.2114,-0.0164,0.0390,0.0797,0.1226,0.0340,1.4827,-1.0073,0.2229,-0.01967,-3.06876,-0.0210,-0.1198,-0.1449,-0.0266,0.00204,0.00474,1.4233,-0.8987
474,18.9600,0.2089,0.0000,-0.0760,0.2197,-0.0209,0.0248,0.1012,-0.0890,0.0569,1.4801,-1.0156,0.2227,-0.02066,-3.08715,-0.0035,-0.1128,-0.0980,0.0134,-0.00079,0.00237,1.4214,-0.9082
475,19.0000,0.2079,0.0000,-0.0789,0.2179,0.0083,0.0345,-0.0389,-0.1140,-0.1029,1.4781,-1.0241,0.2226,-0.02526,-3.09341,0.0255,-0.1113,-0.0865,-0.0112,0.00205,0.00017,1.4195,-0.9178
476,19.0400,0.2069,0.0000,-0.0819,0.2034,0.0037,0.0516,-0.0167,0.1305,-0.0873,1.4767,-1.0323,0.2231,-0.02295,-3.08800,0.0115,-0.1124,-0.1334,0.0222,0.00296,0.00385,1.4175,-0.9272
477,19.0800,0.2060,0.0000,-0.0848,0.1940,0.0060,0.0287,-0.0285,0.2908,-0.0709,1.4752,-1.0402,0.2234,-0.01438,-3.08638,0.0075,-0.1192,-0.0961,-0.0423,0.00153,0.00400,1.4155,-0.9366
478,19.1200,0.2051,0.0000,-0.0875,0.2010,0.0146,0.0157,-0.0695,0.1215,-0.1225,1.4740,-1.0482,0.2227,-0.00714,-3.07647,0.0175,-0.1092,-0.0773,0.0030,-0.00358,-0.00140,1.4135,-0.9460
479,19.1600,0.2043,0.0000,-0.0901,0.2213,-0.0012,0.0352,0.0057,-0.2595,-0.0181,1.4726,-1.0565,0.2224,-0.01135,-3.06929,0.0148,-0.1165,-0.0931,0.0309,-0.00584,-0.00335,1.4115,-0.9553
480,19.2000,0.2034,0.0000,-0.0928,0.2109,-0.0097,0.0515,0.0488,-0.0183,-0.0476,1.4703,-1.0648,0.2228,-0.01590,-3.07830,0.0211,-0.1190,-0.1150,-0.0190,0.00010,0.00073,1.4095,-0.9645
481,19.2400,0.2026,0.0000,-0.0958,0.2029,0.0037,0.0526,-0.0157,0.1278,-0.1355,1.4684,-1.0728,0.2236,-0.01322,-3.08226,0.0362,-0.1162,-0.0987,0.0078,0.00171,0.00169,1.4074,-0.9736
482,19.2800,0.2018,0.0000,-0.0987,0.2030,-0.0075,0.0346,0.0374,0.1198,-0.0359,1.4666,-1.0808,0.2239,-0.00774,-3.08426,0.0108,-0.1080,-0.1165,0.0203,-0.00153,0.00120,1.4053,-0.9827
483,19.3200,0.2009,0.0000,-0.1015,0.2106,-0.0055,0.0254,0.0289,-0.0167,-0.0911,1.4644,-1.0888,0.2235,-0.00677,-3.09150,0.0281,-0.1031,-0.0935,0.0158,-0.00255,-0.00080,1.4032,-0.9918
484,19.3600,0.2001,0.0000,-0.1044,0.2224,0.0043,0.0448,-0.0200,-0.2251,-0.0750,1.4625,-1.0971,0.2237,-0.01225,-3.09181,0.0194,-0.1346,-0.1346,0.0022,-0.00102,-0.00105,1.4011,-1.0007
485,19.4000,0.1993,0.0000,-0.1074,0.2246,-0.0094,0.0446,0.0471,-0.2112,-0.1015,1.4604,-1.1056,0.2242,-0.02051,-3.09536,0.0133,-0.1128,-0.1484,0.0396,0.00298,0.00474,1.3989,-1.0096
486,19.4400,0.1984,0.0000,-0.1104,0.2278,-0.0135,0.0308,0.0658,-0.2779,-0.0442,1.4578,-1.1141,0.2245,-0.03072,-3.10699,0.0025,-0.1225,-0.1521,0.0110,0.00502,0.00706,1.3968,-1.0185
487,19.4800,0.1974,0.0000,-0.1135,0.2051,0.0270,0.0122,-0.1317,0.1109,-0.1042,1.4560,-1.1226,0.2240,-0.03350,-3.10433,0.0398,-0.1107,-0.0869,-0.0379,0.01098,0.00882,1.3946,-1.0273
488,19.5200,0.1965,0.0000,-0.1165,0.2042,0.0191,0.0004,-0.0928,0.0598,-0.1538,1.4552,-1.1308,0.2229,-0.02908,-3.08320,-0.0032,-0.0864,-0.1173,0.0675,0.00725,0.00997,1.3923,-1.0360
489,19.5600,0.1955,0.0000,-0.1193,0.2107,0.0040,0.0249,-0.0183,-0.0352,-0.1680,1.4536,-1.1390,0.2222,-0.02943,-3.07760,0.0113,-0.1171,-0.1190,0.0032,0.00388,0.00972,1.3901,-1.0446
490,19.6000,0.1946,0.0000,-0.1218,0.2034,-0.0091,0.0368,0.0453,0.1185,-0.1537,1.4514,-1.1469,0.2223,-0.02702,-3.08325,-0.0076,-0.1097,-0.1293,0.0024,0.00428,0.01219,1.3878,-1.0532
491,19.6400,0.1936,0.0000,-0.1240,0.2000,0.0199,0.0213,-0.0971,0.1546,-0.1823,1.4495,-1.1549,0.2221,-0.02260,-3.08180,0.0216,-0.1190,-0.0789,-0.0449,0.00375,0.00767,1.3855,-1.0617
492,19.6800,0.1927,0.0000,-0.1258,0.2117,0.0160,0.0208,-0.0778,-0.1100,-0.1342,1.4483,-1.1631,0.2216,-0.02214,-3.06718,0.0132,-0.1079,-0.1156,0.0500,0.00054,0.00573,1.3832,-1.0702
493,19.7200,0.1917,0.0000,-0.1275,0.2067,0.0040,0.0282,-0.0188,0.0354,-0.1232,1.4464,-1.1712,0.2213,-0.02333,-3.06376,0.0067,-0.1188,-0.1204,-0.0313,0.00068,0.00796,1.3809,-1.0785
494,19.7600,0.1907,0.0000,-0.1293,0.2090,0.0046,0.0396,-0.0201,-0.0007,-0.2280,1.4444,-1.1792,0.2213,-0.02298,-3.06288,0.0221,-0.1126,-0.1111,0.0277,-0.00133,0.00760,1.3785,-1.0868
