step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right,ref_x,ref_y
561,22.4400,0.0734,0.0000,-0.4551,0.1362,0.0035,0.0207,-0.0200,0.0702,-0.4408,1.2120,-1.6696,0.2220,-0.02902,-3.13396,0.0249,-0.0759,-0.0796,-0.0016,0.00000,0.00000,1.1728,-1.4624
562,22.4800,0.0731,0.0000,-0.4605,0.1357,0.0096,0.0183,-0.0470,0.0317,-0.4614,1.2078,-1.6732,0.2214,-0.02639,-3.13190,-0.0132,-0.0779,-0.1186,0.0687,0.00000,0.00000,1.1690,-1.4650
563,22.5200,0.0729,0.0000,-0.4652,0.1446,0.0006,0.0396,-0.0031,-0.1020,-0.3830,1.2033,-1.6767,0.2213,-0.02863,-3.13148,0.0088,-0.0986,-0.1140,0.0437,0.00000,0.00000,1.1652,-1.4675
564,22.5600,0.0727,0.0000,-0.4694,0.1392,0.0084,0.0419,-0.0437,-0.0173,-0.5305,1.1987,-1.6800,0.2216,-0.03112,-3.13148,0.0268,-0.0857,-0.0967,0.0290,0.00000,0.00000,1.1614,-1.4700
565,22.6000,0.0725,0.0000,-0.4731,0.1396,0.0009,0.0303,-0.0052,-0.0590,-0.3971,1.1941,-1.6832,0.2218,-0.03253,-3.13089,-0.0097,-0.0972,-0.1203,0.0317,0.00000,0.00000,1.1576,-1.4723
566,22.6400,0.0725,0.0000,-0.4763,0.1407,0.0073,0.0480,-0.0370,-0.1078,-0.5852,1.1895,-1.6863,0.2219,-0.03678,-3.13096,0.0340,-0.1078,-0.1154,0.0779,0.00000,0.00000,1.1538,-1.4746
567,22.6800,0.0725,0.0000,-0.4791,0.1344,-0.0057,0.0302,0.0268,-0.0266,-0.4632,1.1848,-1.6892,0.2224,-0.03853,-3.13192,-0.0113,-0.0847,-0.1188,0.0068,0.00000,0.00000,1.1500,-1.4767
568,22.7200,0.0726,0.0000,-0.4816,0.1168,0.0149,0.0250,-0.0725,0.2382,-0.5594,1.1802,-1.6919,0.2220,-0.03451,-3.13212,0.0275,-0.0999,-0.0830,0.0411,0.00000,0.00000,1.1461,-1.4788
569,22.7600,0.0728,0.0000,-0.4838,0.1154,0.0114,0.0091,-0.0580,0.2309,-0.4063,1.1762,-1.6949,0.2214,-0.02462,-3.12917,-0.0176,-0.0812,-0.0800,0.0176,0.00000,0.00000,1.1422,-1.4807
570,22.8000,0.0731,0.0000,-0.4858,0.1304,-0.0074,0.0225,0.0408,-0.0201,-0.4807,1.1717,-1.6973,0.2205,-0.02141,-3.12947,0.0113,-0.0691,-0.1049,0.0843,0.00000,0.00000,1.1383,-1.4826
571,22.8400,0.0734,0.0000,-0.4875,0.1253,-0.0103,0.0536,0.0540,0.1516,-0.3527,1.1667,-1.6992,0.2209,-0.01850,-3.13269,-0.0238,-0.1131,-0.1318,-0.0153,0.00000,0.00000,1.1344,-1.4844
572,22.8800,0.0738,0.0000,-0.4890,0.1235,0.0013,0.0531,-0.0025,0.2094,-0.4834,1.1618,-1.7013,0.2216,-0.01143,-3.13404,0.0090,-0.0982,-0.1128,0.0629,0.00000,0.00000,1.1305,-1.4861
573,22.9200,0.0742,0.0000,-0.4903,0.1407,0.0106,0.0213,-0.0507,-0.0709,-0.5372,1.1570,-1.7039,0.2216,-0.01023,-3.13270,0.0155,-0.0735,-0.0713,0.0167,0.00000,0.00000,1.1265,-1.4876
574,22.9600,0.0747,0.0000,-0.4915,0.1423,0.0020,0.0318,-0.0068,-0.0348,-0.4866,1.1518,-1.7064,0.2211,-0.01243,-3.13192,-0.0058,-0.1002,-0.1178,0.0565,0.00000,0.00000,1.1226,-1.4891
575,23.0000,0.0753,0.0000,-0.4925,0.1423,0.0007,0.0565,-0.0001,0.0510,-0.5070,1.1465,-1.7086,0.2216,-0.01182,-3.13229,0.0093,-0.1069,-0.1245,0.0392,0.00000,0.00000,1.1186,-1.4905
576,23.0400,0.0759,0.0000,-0.4934,0.1528,-0.0151,0.0294,0.0785,-0.0721,-0.4621,1.1407,-1.7105,0.2219,-0.01287,-3.13427,-0.0199,-0.0795,-0.0984,0.0559,0.00000,0.00000,1.1146,-1.4918
577,23.0800,0.0765,0.0000,-0.4942,0.1680,-0.0087,0.0515,0.0464,-0.3226,-0.4266,1.1347,-1.7121,0.2221,-0.02182,-3.13742,0.0282,-0.0988,-0.1497,0.0774,0.00000,0.00000,1.1105,-1.4930
578,23.1200,0.0771,0.0000,-0.4949,0.1547,0.0168,0.0517,-0.0887,-0.0517,-0.4566,1.1287,-1.7143,0.2230,-0.02917,-3.13725,0.0320,-0.1040,-0.0997,0.0145,0.00000,0.00000,1.1065,-1.4941
579,23.1600,0.0778,0.0000,-0.4955,0.1410,-0.0003,0.0118,0.0020,0.1693,-0.3619,1.1231,-1.7165,0.2228,-0.02478,-3.13577,-0.0359,-0.0883,-0.1424,0.0592,0.00000,0.00000,1.1024,-1.4952
580,23.2000,0.0784,0.0000,-0.4960,0.1567,0.0171,0.0172,-0.0858,-0.1322,-0.5422,1.1174,-1.7187,0.2218,-0.02632,-3.13446,0.0374,-0.0861,-0.0868,0.0435,0.00000,0.00000,1.0984,-1.4961
581,23.2400,0.0790,0.0000,-0.4965,0.1589,0.0240,0.0495,-0.1236,-0.1599,-0.5997,1.1116,-1.7214,0.2220,-0.03264,-3.13042,0.0321,-0.1104,-0.0941,0.0434,0.00000,0.00000,1.0943,-1.4969
582,23.2800,0.0798,0.0000,-0.4969,0.1529,-0.0013,0.0330,0.0046,-0.0704,-0.4464,1.1058,-1.7235,0.2225,-0.03627,-3.12908,0.0045,-0.0976,-0.1210,0.0268,0.00000,0.00000,1.0902,-1.4976
583,23.3200,0.0806,0.0000,-0.4973,0.1418,-0.0038,0.0162,0.0176,0.0888,-0.5020,1.0999,-1.7246,0.2220,-0.03587,-3.13095,0.0027,-0.0903,-0.1056,0.0366,0.00000,0.00000,1.0860,-1.4982
584,23.3600,0.0815,0.0000,-0.4976,0.1490,0.0010,0.0368,-0.0049,-0.0919,-0.4876,1.0942,-1.7259,0.2218,-0.03629,-3.13152,0.0175,-0.0906,-0.1269,0.0550,0.00000,0.00000,1.0819,-1.4988
585,23.4000,0.0824,0.0000,-0.4979,0.1373,-0.0019,0.0372,0.0078,0.1089,-0.3755,1.0884,-1.7270,0.2221,-0.03560,-3.13267,-0.0064,-0.1075,-0.1227,0.0108,0.00000,0.00000,1.0777,-1.4992
586,23.4400,0.0834,0.0000,-0.4982,0.1373,0.0167,0.0280,-0.0849,0.0346,-0.5957,1.0829,-1.7284,0.2219,-0.03355,-3.13154,0.0373,-0.0831,-0.0841,0.0560,0.00000,0.00000,1.0735,-1.4995
587,23.4800,0.0844,0.0000,-0.4984,0.1451,-0.0041,0.0169,0.0201,-0.1426,-0.4136,1.0774,-1.7296,0.2216,-0.03586,-3.13069,-0.0184,-0.0863,-0.1162,0.0269,0.00000,0.00000,1.0693,-1.4998
588,23.5200,0.0856,0.0000,-0.4986,0.1352,0.0104,0.0490,-0.0554,0.0116,-0.4974,1.0718,-1.7305,0.2216,-0.03908,-3.13129,0.0401,-0.1156,-0.1067,0.0485,0.00000,0.00000,1.0651,-1.4999
589,23.5600,0.0868,0.0000,-0.4987,0.1356,0.0007,0.0286,-0.0050,-0.0600,-0.5025,1.0665,-1.7315,0.2220,-0.03948,-3.13036,-0.0095,-0.0815,-0.1111,0.0267,0.00000,0.00000,1.0609,-1.5000
590,23.6000,0.0881,0.0000,-0.4989,0.1149,0.0063,0.0437,-0.0340,0.2973,-0.5078,1.0612,-1.7320,0.2220,-0.03418,-3.13107,0.0304,-0.1128,-0.1082,0.0444,0.00000,0.00000,1.0566,-1.5000
591,23.6400,0.0895,0.0000,-0.4990,0.1351,-0.0061,0.0205,0.0325,-0.1333,-0.4723,1.0561,-1.7327,0.2220,-0.03192,-3.13083,-0.0002,-0.0696,-0.1000,0.0627,0.00000,0.00000,1.0524,-1.4998
592,23.6800,0.0911,0.0000,-0.4991,0.1261,-0.0141,0.0459,0.0736,0.0372,-0.4547,1.0508,-1.7324,0.2220,-0.03356,-3.13446,0.0133,-0.1043,-0.1531,0.0468,0.00000,0.00000,1.0481,-1.4996
593,23.7200,0.0927,0.0000,-0.4992,0.1290,0.0152,0.0326,-0.0765,-0.0696,-0.5630,1.0456,-1.7327,0.2223,-0.03563,-3.13469,0.0104,-0.0995,-0.0864,0.0004,0.00000,0.00000,1.0438,-1.4993
594,23.7600,0.0944,0.0000,-0.4993,0.1099,0.0123,0.0233,-0.0586,0.2303,-0.5012,1.0407,-1.7335,0.2221,-0.03067,-3.13260,-0.0058,-0.0994,-0.1294,0.0340,0.00000,0.00000,1.0395,-1.4988
595,23.8000,0.0963,0.0000,-0.4994,0.1242,0.0051,0.0178,-0.0228,-0.0611,-0.4403,1.0358,-1.7340,0.2215,-0.02859,-3.13112,0.0065,-0.0866,-0.0997,0.0358,0.00000,0.00000,1.0351,-1.4983
596,23.8400,0.0982,0.0000,-0.4995,0.1144,0.0106,0.0370,-0.0484,0.1239,-0.5504,1.0309,-1.7342,0.2212,-0.02730,-3.13057,0.0216,-0.0962,-0.0991,0.0183,0.00000,0.00000,1.0308,-1.4977
597,23.8800,0.1003,0.0000,-0.4995,0.1299,-0.0150,0.0367,0.0797,-0.1619,-0.4968,1.0260,-1.7341,0.2214,-0.02845,-3.13118,-0.0197,-0.0836,-0.1285,0.0656,0.00000,0.00000,1.0264,-1.4970
598,23.9200,0.1024,0.0000,-0.4996,0.1095,-0.0142,0.0611,0.0734,0.2557,-0.4692,1.0211,-1.7329,0.2221,-0.02584,-3.13603,0.0021,-0.1197,-0.1432,0.0292,0.00000,0.00000,1.0220,-1.4962
599,23.9600,0.1047,0.0000,-0.4997,0.1197,0.0048,0.0414,-0.0228,0.0264,-0.4705,1.0163,-1.7325,0.2228,-0.02096,-3.13670,0.0183,-0.0872,-0.1086,0.0520,0.00000,0.00000,1.0176,-1.4953
600,24.0000,0.1070,0.0000,-0.4997,0.1270,0.0020,0.0104,-0.0060,-0.1192,-0.5864,1.0113,-1.7322,0.2222,-0.02374,-3.13658,-0.0007,-0.0739,-0.1086,0.0493,0.00000,0.00000,1.0132,-1.4942
601,24.0400,0.1094,0.0000,-0.4997,0.1249,0.0008,0.0487,-0.0021,-0.0396,-0.4994,1.0063,-1.7317,0.2221,-0.02695,-3.13706,-0.0072,-0.1208,-0.1375,0.0637,0.00000,0.00000,1.0088,-1.4932
602,24.0800,0.1120,0.0000,-0.4998,0.1148,0.0125,0.0378,-0.0631,0.1417,-0.4288,1.0014,-1.7313,0.2226,-0.02419,-3.13643,0.0092,-0.1012,-0.1131,-0.0064,0.00000,0.00000,1.0043,-1.4920
603,24.1200,0.1146,0.0000,-0.4998,0.1089,0.0077,0.0121,-0.0336,0.2471,-0.4386,0.9965,-1.7311,0.2221,-0.01604,-3.13454,-0.0139,-0.0897,-0.1112,0.0493,0.00000,0.00000,0.9999,-1.4907
604,24.1600,0.1172,0.0000,-0.4998,0.1237,0.0076,0.0409,-0.0273,0.0372,-0.5667,0.9916,-1.7307,0.2216,-0.01150,-3.13327,0.0213,-0.0991,-0.1162,0.0608,0.00000,0.00000,0.9954,-1.4893
605,24.2000,0.1200,0.0000,-0.4998,0.1240,-0.0107,0.0449,0.0633,0.1376,-0.4930,0.9865,-1.7296,0.2221,-0.00768,-3.13425,-0.0167,-0.0980,-0.1152,0.0192,0.00000,0.00000,0.9909,-1.4878
606,24.2400,0.1228,0.0000,-0.4999,0.1426,-0.0207,0.0259,0.1095,-0.1460,-0.4260,0.9814,-1.7277,0.2220,-0.00921,-3.13810,-0.0193,-0.0831,-0.1246,0.0629,0.00000,0.00000,0.9864,-1.4862
607,24.2800,0.1256,0.0000,-0.4999,0.1422,-0.0048,0.0595,0.0284,-0.0639,-0.4436,0.9760,-1.7258,0.2223,-0.01354,-3.14145,0.0072,-0.1098,-0.1510,0.0616,0.00000,0.00000,0.9818,-1.4846
608,24.3200,0.1285,0.0000,-0.4999,0.1509,0.0250,0.0343,-0.1241,-0.2056,-0.5309,0.9702,-1.7249,0.2229,-0.02020,-3.13920,0.0236,-0.0902,-0.0804,0.0153,0.00000,0.00000,0.9773,-1.4828
609,24.3600,0.1313,0.0000,-0.4999,0.1348,0.0116,0.0289,-0.0549,0.1084,-0.4739,0.9644,-1.7242,0.2226,-0.02015,-3.13602,0.0025,-0.0951,-0.1380,0.0738,0.00000,0.00000,0.9727,-1.4809
610,24.4000,0.1343,0.0000,-0.4999,0.1495,0.0113,0.0236,-0.0547,-0.1411,-0.4368,0.9587,-1.7231,0.2223,-0.02218,-3.13393,0.0101,-0.1009,-0.1055,0.0202,0.00000,0.00000,0.9682,-1.4790
611,24.4400,0.1372,0.0000,-0.4999,0.1418,-0.0034,0.0523,0.0335,-0.0255,-0.5818,0.9531,-1.7216,0.2223,-0.02542,-3.13420,0.0068,-0.1033,-0.1207,0.1032,0.00000,0.00000,0.9636,-1.4769
612,24.4800,0.1402,0.0000,-0.4999,0.1285,0.0091,0.0412,-0.0352,0.1662,-0.5140,0.9477,-1.7198,0.2231,-0.02208,-3.13516,0.0185,-0.0964,-0.0786,-0.0402,0.00000,0.00000,0.9590,-1.4748
613,24.5200,0.1433,0.0000,-0.4999,0.1250,-0.0231,0.0231,0.1294,0.1540,-0.3774,0.9429,-1.7177,0.2229,-0.01480,-3.13727,-0.0420,-0.0887,-0.1393,0.1085,0.00000,0.00000,0.9544,-1.4726
614,24.5600,0.1464,0.0000,-0.4999,0.1426,-0.0041,0.0352,0.0324,-0.1940,-0.5114,0.9380,-1.7152,0.2225,-0.01824,-3.14139,0.0210,-0.0869,-0.0804,0.0147,0.00000,0.00000,0.9497,-1.4702
615,24.6000,0.1495,0.0000,-0.5000,0.1440,-0.0124,0.0561,0.0722,-0.2708,-0.4277,0.9330,-1.7128,0.2232,-0.02721,3.13938,-0.0214,-0.1006,-0.1360,0.0617,0.00000,0.00000,0.9451,-1.4678
616,24.6400,0.1527,0.0000,-0.5000,0.1166,0.0074,0.0559,-0.0307,0.1743,-0.4456,0.9282,-1.7105,0.2241,-0.02802,3.13692,0.0132,-0.1163,-0.1118,-0.0071,0.00000,0.00000,0.9404,-1.4653
617,24.6800,0.1560,0.0000,-0.5000,0.1194,0.0173,0.0149,-0.0745,-0.0097,-0.5239,0.9234,-1.7093,0.2240,-0.02520,3.13965,-0.0014,-0.0794,-0.0720,0.0476,0.00000,0.00000,0.9357,-1.4627
618,24.7200,0.1593,0.0000,-0.5000,0.1021,0.0009,0.0278,0.0084,0.2562,-0.3726,0.9191,-1.7076,0.2235,-0.01874,3.14019,0.0012,-0.0889,-0.1073,0.0276,0.00000,0.00000,0.9310,-1.4600
619,24.7600,0.1627,0.0000,-0.4989,0.1149,0.0022,0.0313,0.0014,-0.0013,-0.4711,0.9149,-1.7057,0.2232,-0.01498,3.13984,0.0051,-0.0906,-0.0641,0.0248,0.00000,0.00000,0.9263,-1.4572
620,24.8000,0.1662,0.0000,-0.4965,0.1015,0.0020,0.0621,-0.0044,0.3277,-0.5471,0.9108,-1.7036,0.2238,-0.00680,3.13922,0.0084,-0.1096,-0.1197,0.0254,0.00000,0.00000,0.9216,-1.4543
621,24.8400,0.1698,0.0000,-0.4924,0.1300,-0.0209,0.0204,0.1121,-0.1074,-0.5074,0.9066,-1.7010,0.2240,-0.00385,3.13706,-0.0375,-0.0752,-0.0952,0.0494,0.00000,0.00000,0.9168,-1.4513
622,24.8800,0.1735,0.0000,-0.4866,0.1362,0.0070,0.0499,-0.0314,-0.1392,-0.5316,0.9022,-1.6980,0.2238,-0.01019,3.13417,0.0358,-0.1162,-0.1086,0.0269,0.00000,0.00000,0.9121,-1.4482
623,24.9200,0.1772,0.0000,-0.4794,0.1321,0.0103,0.0636,-0.0465,0.0142,-0.4847,0.8973,-1.6957,0.2249,-0.01119,3.13633,-0.0023,-0.1202,-0.1363,0.0466,0.00000,0.00000,0.9073,-1.4450
624,24.9600,0.1810,0.0000,-0.4711,0.1359,0.0055,0.0294,-0.0248,0.0091,-0.4446,0.8924,-1.6931,0.2252,-0.01103,3.13739,0.0114,-0.1053,-0.0981,0.0290,0.00000,0.00000,0.9025,-1.4418
625,25.0000,0.1847,0.0000,-0.4618,0.1340,0.0031,0.0173,-0.0116,0.1050,-0.4463,0.8877,-1.6902,0.2246,-0.00836,3.13774,-0.0023,-0.0931,-0.1001,0.0490,0.00000,0.00000,0.8977,-1.4384
626,25.0400,0.1885,0.0000,-0.4519,0.1360,0.0120,0.0240,-0.0556,0.1625,-0.4952,0.8827,-1.6874,0.2239,-0.00300,3.13924,0.0066,-0.0920,-0.0807,0.0218,0.00000,0.00000,0.8929,-1.4350
627,25.0800,0.1923,0.0000,-0.4412,0.1394,-0.0048,0.0244,0.0297,0.2362,-0.3702,0.8778,-1.6842,0.2235,0.00559,3.13984,-0.0355,-0.0985,-0.1027,0.0311,0.00000,0.00000,0.8881,-1.4314
628,25.1200,0.1961,0.0000,-0.4302,0.1563,0.0022,0.0502,-0.0043,0.0780,-0.4454,0.8728,-1.6805,0.2234,0.01071,3.13922,0.0280,-0.0985,-0.0923,0.0577,0.00000,0.00000,0.8832,-1.4278
629,25.1600,0.1998,0.0000,-0.4189,0.1721,-0.0166,0.0490,0.0905,-0.0376,-0.3153,0.8676,-1.6763,0.2240,0.01181,3.13723,-0.0263,-0.1013,-0.1449,0.0176,0.00000,0.00000,0.8784,-1.4241
630,25.2000,0.2034,0.0000,-0.4075,0.1784,0.0187,0.0590,-0.0876,0.0017,-0.5637,0.8618,-1.6719,0.2244,0.00927,3.13690,0.0528,-0.1203,-0.0766,0.0365,0.00000,0.00000,0.8735,-1.4202
631,25.2400,0.2069,0.0000,-0.3957,0.1891,0.0081,0.0270,-0.0366,-0.0636,-0.4038,0.8555,-1.6679,0.2247,0.00884,3.14123,-0.0169,-0.0963,-0.0956,0.0243,0.00000,0.00000,0.8686,-1.4163
632,25.2800,0.2104,0.0000,-0.3830,0.1969,0.0073,0.0328,-0.0316,-0.0625,-0.4315,0.8494,-1.6631,0.2241,0.00560,-3.14077,0.0336,-0.1098,-0.1016,0.0492,0.00000,0.00000,0.8637,-1.4123
633,25.3200,0.2138,0.0000,-0.3703,0.2057,0.0018,0.0492,-0.0038,-0.0694,-0.4049,0.8430,-1.6581,0.2244,0.00326,-3.13946,0.0000,-0.1168,-0.1191,0.0250,0.00000,0.00000,0.8588,-1.4082
634,25.3600,0.2171,0.0000,-0.3574,0.2143,0.0048,0.0387,-0.0235,-0.1030,-0.2840,0.8366,-1.6526,0.2247,-0.00100,-3.13900,0.0200,-0.1180,-0.0896,0.0133,0.00000,0.00000,0.8539,-1.4041
635,25.4000,0.2203,0.0000,-0.3447,0.2232,0.0019,0.0339,-0.0041,-0.1855,-0.4415,0.8301,-1.6470,0.2245,-0.00676,-3.13814,0.0226,-0.0983,-0.1174,0.0621,0.00000,0.00000,0.8490,-1.3998
636,25.4400,0.2233,0.0000,-0.3321,0.2305,0.0032,0.0519,-0.0124,-0.2162,-0.3695,0.8234,-1.6410,0.2250,-0.01516,-3.13795,0.0306,-0.1226,-0.1181,0.0126,0.00000,0.00000,0.8440,-1.3954
637,25.4800,0.2262,0.0000,-0.3193,0.2148,0.0144,0.0283,-0.0718,0.1067,-0.3484,0.8167,-1.6351,0.2253,-0.01645,-3.13635,0.0238,-0.1146,-0.0957,-0.0099,0.00000,0.00000,0.8390,-1.3910
638,25.5200,0.2290,0.0000,-0.3065,0.2149,0.0160,0.0060,-0.0789,0.1267,-0.3605,0.8099,-1.6294,0.2244,-0.01171,-3.13163,0.0100,-0.1010,-0.0786,0.0327,0.00000,0.00000,0.8341,-1.3865
639,25.5600,0.2317,0.0000,-0.2938,0.2267,-0.0158,0.0295,0.0875,0.0147,-0.2760,0.8036,-1.6231,0.2237,-0.00883,-3.13194,-0.0165,-0.1128,-0.1299,0.0608,0.00000,0.00000,0.8291,-1.3818
640,25.6000,0.2343,0.0000,-0.2815,0.2421,-0.0017,0.0510,0.0132,-0.1598,-0.4405,0.7974,-1.6160,0.2240,-0.01367,-3.13537,0.0437,-0.1075,-0.0652,0.0191,0.00000,0.00000,0.8241,-1.3771
641,25.6400,0.2368,0.0000,-0.2691,0.2298,-0.0042,0.0486,0.0226,0.1196,-0.1740,0.7910,-1.6090,0.2249,-0.01271,-3.13672,-0.0119,-0.1334,-0.1427,-0.0028,0.00000,0.00000,0.8190,-1.3723
642,25.6800,0.2392,0.0000,-0.2571,0.2334,0.0062,0.0102,-0.0283,0.1027,-0.3201,0.7845,-1.6020,0.2244,-0.00930,-3.13655,0.0002,-0.1069,-0.0716,0.0387,0.00000,0.00000,0.8140,-1.3674
643,25.7200,0.2415,0.0000,-0.2455,0.2439,0.0154,0.0270,-0.0770,-0.0229,-0.2490,0.7777,-1.5953,0.2237,-0.00800,-3.13282,0.0214,-0.1119,-0.0928,0.0125,0.00000,0.00000,0.8090,-1.3625
644,25.7600,0.2437,0.0000,-0.2344,0.2537,-0.0184,0.0362,0.0998,-0.0817,-0.2445,0.7712,-1.5878,0.2236,-0.00979,-3.13361,-0.0186,-0.1010,-0.1260,0.0622,0.00000,0.00000,0.8039,-1.3574
645,25.8000,0.2457,0.0000,-0.2237,0.2583,-0.0038,0.0565,0.0216,-0.0676,-0.2188,0.7649,-1.5796,0.2242,-0.01380,-3.13835,0.0284,-0.1282,-0.0997,0.0003,0.00000,0.00000,0.7988,-1.3522
646,25.8400,0.2477,0.0000,-0.2135,0.2475,0.0057,0.0410,-0.0268,0.1745,-0.2281,0.7583,-1.5719,0.2249,-0.01033,-3.13803,-0.0017,-0.1210,-0.1221,0.0206,0.00000,0.00000,0.7937,-1.3470
647,25.8800,0.2495,0.0000,-0.2038,0.2575,0.0082,0.0258,-0.0391,0.0529,-0.2461,0.7513,-1.5642,0.2247,-0.00643,-3.13554,0.0216,-0.1066,-0.0947,0.0393,0.00000,0.00000,0.7886,-1.3417
648,25.9200,0.2512,0.0000,-0.1943,0.2703,0.0112,0.0229,-0.0557,-0.1063,-0.2816,0.7442,-1.5563,0.2241,-0.00854,-3.13242,0.0229,-0.1083,-0.0868,0.0082,0.00000,0.00000,0.7835,-1.3363
649,25.9600,0.2529,0.0000,-0.1850,0.2700,-0.0072,0.0388,0.0399,-0.0042,-0.1845,0.7375,-1.5480,0.2241,-0.01003,-3.13231,0.0003,-0.1135,-0.1216,0.0363,0.00000,0.00000,0.7784,-1.3308
650,26.0000,0.2545,0.0000,-0.1760,0.2750,-0.0046,0.0421,0.0251,-0.0224,-0.1093,0.7309,-1.5392,0.2244,-0.01101,-3.13489,0.0070,-0.1283,-0.1182,0.0016,0.00000,0.00000,0.7733,-1.3252
651,26.0400,0.2559,0.0000,-0.1678,0.2849,0.0030,0.0336,-0.0146,-0.1715,-0.1917,0.7240,-1.5305,0.2245,-0.01559,-3.13495,0.0247,-0.1065,-0.1051,0.0348,0.00000,0.00000,0.7681,-1.3195
652,26.0800,0.2572,0.0000,-0.1601,0.2822,-0.0005,0.0315,0.0039,-0.0749,-0.1351,0.7172,-1.5216,0.2245,-0.02016,-3.13504,0.0028,-0.1179,-0.1183,0.0121,0.00000,0.00000,0.7630,-1.3138
653,26.1200,0.2585,0.0000,-0.1529,0.2804,0.0054,0.0210,-0.0259,-0.0251,-0.2085,0.7103,-1.5128,0.2242,-0.02224,-3.13459,0.0104,-0.1052,-0.0920,0.0194,0.00000,0.00000,0.7578,-1.3080
654,26.1600,0.2597,0.0000,-0.1460,0.2871,0.0017,0.0382,-0.0091,-0.1342,-0.0555,0.7033,-1.5040,0.2243,-0.02568,-3.13312,0.0134,-0.1261,-0.1185,0.0410,0.00000,0.00000,0.7526,-1.3020
655,26.2000,0.2607,0.0000,-0.1398,0.2888,0.0017,0.0285,-0.0083,-0.1703,-0.1122,0.6965,-1.4949,0.2244,-0.03206,-3.13307,0.0243,-0.1092,-0.1013,0.0130,0.00000,0.00000,0.7474,-1.2961
656,26.2400,0.2617,0.0000,-0.1342,0.2678,-0.0052,0.0175,0.0269,0.1947,-0.0712,0.6900,-1.4859,0.2242,-0.02959,-3.13470,-0.0071,-0.0964,-0.1215,0.0000,0.00000,0.00000,0.7422,-1.2900
657,26.2800,0.2627,0.0000,-0.1293,0.2713,0.0090,0.0198,-0.0465,0.1166,-0.0478,0.6833,-1.4771,0.2237,-0.02438,-3.13364,-0.0041,-0.1253,-0.0957,0.0114,0.00000,0.00000,0.7370,-1.2838
658,26.3200,0.2636,0.0000,-0.1250,0.2854,0.0232,0.0341,-0.1193,-0.1451,-0.3114,0.6760,-1.4687,0.2235,-0.02634,-3.12721,0.0554,-0.1005,-0.0602,0.0456,0.00000,0.00000,0.7318,-1.2775
659,26.3600,0.2645,0.0000,-0.1206,0.2807,-0.0081,0.0355,0.0406,-0.0337,-0.1103,0.6692,-1.4598,0.2239,-0.02852,-3.12542,-0.0035,-0.1131,-0.1291,-0.0151,0.00000,0.00000,0.7265,-1.2712
660,26.4000,0.2653,0.0000,-0.1160,0.2618,-0.0104,0.0529,0.0537,0.3253,-0.0011,0.6633,-1.4505,0.2245,-0.02180,-3.13031,0.0138,-0.1458,-0.1393,0.0245,0.00000,0.00000,0.7213,-1.2648
661,26.4400,0.2662,0.0000,-0.1122,0.2635,0.0109,0.0088,-0.0572,0.2940,-0.0766,0.6569,-1.4417,0.2243,-0.00995,-3.12950,-0.0037,-0.1062,-0.0645,-0.0275,0.00000,0.00000,0.7160,-1.2583
662,26.4800,0.2670,0.0000,-0.1088,0.2814,-0.0105,0.0095,0.0551,0.0235,-0.0896,0.6504,-1.4327,0.2231,-0.00416,-3.12872,-0.0160,-0.0924,-0.1118,0.0718,0.00000,0.00000,0.7107,-1.2517
663,26.5200,0.2678,0.0000,-0.1059,0.2832,-0.0040,0.0530,0.0209,0.1412,-0.0926,0.6442,-1.4230,0.2230,-0.00136,-3.13257,-0.0008,-0.1340,-0.1047,-0.0274,0.00000,0.00000,0.7054,-1.2451
664,26.5600,0.2686,0.0000,-0.1032,0.2911,0.0055,0.0622,-0.0272,0.0881,-0.1388,0.6374,-1.4136,0.2240,0.00328,-3.13150,0.0151,-0.1273,-0.1199,0.0166,0.00000,0.00000,0.7001,-1.2384
665,26.6000,0.2694,0.0000,-0.1006,0.3149,-0.0073,0.0395,0.0348,-0.2485,0.0371,0.6305,-1.4037,0.2245,-0.00143,-3.13143,0.0062,-0.1243,-0.1155,0.0200,0.00000,0.00000,0.6948,-1.2316
666,26.6400,0.2700,0.0000,-0.0984,0.3169,0.0023,0.0295,-0.0118,-0.2192,-0.0980,0.6236,-1.3934,0.2243,-0.01125,-3.13327,0.0460,-0.0951,-0.0897,0.0246,0.00000,0.00000,0.6895,-1.2247
667,26.6800,0.2706,0.0000,-0.0966,0.2947,0.0201,0.0423,-0.1041,0.2526,-0.0534,0.6162,-1.3836,0.2245,-0.00854,-3.12949,0.0138,-0.1337,-0.1278,-0.0382,0.00000,0.00000,0.6842,-1.2177
668,26.7200,0.2712,0.0000,-0.0952,0.3024,0.0062,0.0337,-0.0294,0.1892,-0.1500,0.6087,-1.3740,0.2245,0.00027,-3.12356,0.0079,-0.1181,-0.1064,0.0581,0.00000,0.00000,0.6788,-1.2107
669,26.7600,0.2717,0.0000,-0.0936,0.3321,-0.0130,0.0408,0.0681,-0.2462,-0.1361,0.6017,-1.3634,0.2245,-0.00262,-3.12506,0.0344,-0.1096,-0.1061,0.0334,0.00000,0.00000,0.6735,-1.2035
