step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right,ref_x,ref_y
553,22.1200,0.0628,0.0000,-0.3773,0.1434,0.0029,0.0301,-0.0164,0.0073,-0.3904,1.2952,-1.7256,0.2217,-0.03908,-3.11648,0.0269,-0.0962,-0.1133,0.0285,0.00000,0.00000,1.2021,-1.4380
554,22.1600,0.0628,0.0000,-0.3870,0.1421,0.0018,0.0320,-0.0110,0.0224,-0.4014,1.2911,-1.7295,0.2217,-0.03873,-3.11686,0.0285,-0.0949,-0.1102,0.0345,0.00000,0.00000,1.1985,-1.4414
555,22.2000,0.0629,0.0000,-0.3968,0.1413,-0.0005,0.0335,0.0013,0.0326,-0.4113,1.2870,-1.7332,0.2217,-0.03778,-3.11774,0.0255,-0.0950,-0.1168,0.0325,0.00000,0.00000,1.1949,-1.4447
556,22.2400,0.0631,0.0000,-0.4066,0.1417,0.0020,0.0314,-0.0120,0.0196,-0.4123,1.2827,-1.7368,0.2217,-0.03727,-3.11855,0.0270,-0.0961,-0.1075,0.0254,0.00000,0.00000,1.1912,-1.4479
557,22.2800,0.0633,0.0000,-0.4165,0.1415,0.0032,0.0320,-0.0179,0.0120,-0.4208,1.2785,-1.7405,0.2217,-0.03686,-3.11875,0.0305,-0.0939,-0.1149,0.0345,0.00000,0.00000,1.1876,-1.4510
558,22.3200,0.0636,0.0000,-0.4266,0.1408,0.0035,0.0341,-0.0195,0.0311,-0.4343,1.2743,-1.7441,0.2218,-0.03634,-3.11884,0.0305,-0.0958,-0.1094,0.0329,0.00000,0.00000,1.1839,-1.4540
559,22.3600,0.0640,0.0000,-0.4354,0.1417,0.0000,0.0326,-0.0015,0.0157,-0.4332,1.2699,-1.7475,0.2218,-0.03564,-3.11932,0.0273,-0.0931,-0.1147,0.0354,0.00000,0.00000,1.1802,-1.4569
560,22.4000,0.0644,0.0000,-0.4431,0.1419,0.0005,0.0323,-0.0040,0.0179,-0.4566,1.2655,-1.7509,0.2218,-0.03540,-3.12029,0.0270,-0.0953,-0.1135,0.0299,0.00000,0.00000,1.1765,-1.4597
561,22.4400,0.0649,0.0000,-0.4499,0.1436,0.0036,0.0349,-0.0202,-0.0117,-0.4521,1.2610,-1.7542,0.2219,-0.03578,-3.12057,0.0325,-0.0964,-0.1099,0.0359,0.00000,0.00000,1.1728,-1.4624
562,22.4800,0.0655,0.0000,-0.4560,0.1418,0.0014,0.0324,-0.0084,0.0233,-0.4623,1.2565,-1.7575,0.2219,-0.03558,-3.12091,0.0290,-0.0921,-0.1172,0.0333,0.00000,0.00000,1.1690,-1.4650
563,22.5200,0.0662,0.0000,-0.4612,0.1423,0.0017,0.0317,-0.0098,0.0209,-0.4743,1.2518,-1.7606,0.2219,-0.03512,-3.12146,0.0248,-0.0971,-0.1155,0.0316,0.00000,0.00000,1.1652,-1.4675
564,22.5600,0.0669,0.0000,-0.4659,0.1419,0.0010,0.0327,-0.0062,0.0361,-0.4693,1.2472,-1.7637,0.2219,-0.03423,-3.12199,0.0235,-0.0968,-0.1158,0.0343,0.00000,0.00000,1.1614,-1.4700
565,22.6000,0.0677,0.0000,-0.4700,0.1442,0.0025,0.0306,-0.0140,0.0019,-0.4712,1.2424,-1.7667,0.2219,-0.03402,-3.12239,0.0263,-0.0946,-0.1097,0.0321,0.00000,0.00000,1.1576,-1.4723
566,22.6400,0.0686,0.0000,-0.4736,0.1449,0.0036,0.0333,-0.0195,0.0006,-0.4795,1.2376,-1.7697,0.2218,-0.03434,-3.12247,0.0300,-0.0951,-0.1113,0.0391,0.00000,0.00000,1.1538,-1.4746
567,22.6800,0.0695,0.0000,-0.4768,0.1453,0.0027,0.0346,-0.0152,0.0078,-0.4851,1.2327,-1.7726,0.2219,-0.03442,-3.12255,0.0290,-0.0950,-0.1132,0.0364,0.00000,0.00000,1.1500,-1.4767
568,22.7200,0.0705,0.0000,-0.4795,0.1460,0.0015,0.0318,-0.0092,0.0032,-0.4873,1.2277,-1.7754,0.2220,-0.03454,-3.12289,0.0269,-0.0944,-0.1143,0.0327,0.00000,0.00000,1.1461,-1.4788
569,22.7600,0.0716,0.0000,-0.4820,0.1461,0.0026,0.0313,-0.0146,0.0114,-0.4844,1.2227,-1.7781,0.2219,-0.03464,-3.12323,0.0264,-0.0962,-0.1120,0.0343,0.00000,0.00000,1.1422,-1.4807
570,22.8000,0.0727,0.0000,-0.4842,0.1464,0.0026,0.0324,-0.0143,0.0160,-0.4873,1.2176,-1.7808,0.2219,-0.03434,-3.12340,0.0256,-0.0956,-0.1160,0.0358,0.00000,0.00000,1.1383,-1.4826
571,22.8400,0.0739,0.0000,-0.4861,0.1476,0.0031,0.0323,-0.0172,0.0093,-0.4976,1.2124,-1.7833,0.2219,-0.03429,-3.12354,0.0280,-0.0947,-0.1082,0.0363,0.00000,0.00000,1.1344,-1.4844
572,22.8800,0.0751,0.0000,-0.4877,0.1476,0.0021,0.0320,-0.0123,0.0200,-0.4908,1.2071,-1.7858,0.2219,-0.03392,-3.12373,0.0256,-0.0949,-0.1139,0.0351,0.00000,0.00000,1.1305,-1.4861
573,22.9200,0.0764,0.0000,-0.4892,0.1483,0.0026,0.0329,-0.0147,0.0246,-0.4952,1.2018,-1.7881,0.2219,-0.03342,-3.12395,0.0257,-0.0973,-0.1137,0.0352,0.00000,0.00000,1.1265,-1.4876
574,22.9600,0.0778,0.0000,-0.4905,0.1499,0.0026,0.0331,-0.0150,0.0131,-0.4956,1.1964,-1.7904,0.2219,-0.03307,-3.12406,0.0288,-0.0944,-0.1093,0.0391,0.00000,0.00000,1.1226,-1.4891
575,23.0000,0.0792,0.0000,-0.4916,0.1503,0.0006,0.0328,-0.0044,0.0263,-0.4868,1.1909,-1.7925,0.2220,-0.03251,-3.12444,0.0238,-0.0958,-0.1165,0.0365,0.00000,0.00000,1.1186,-1.4905
576,23.0400,0.0806,0.0000,-0.4926,0.1528,0.0032,0.0306,-0.0179,-0.0010,-0.4980,1.1853,-1.7946,0.2219,-0.03261,-3.12471,0.0269,-0.0952,-0.1070,0.0329,0.00000,0.00000,1.1146,-1.4918
577,23.0800,0.0821,0.0000,-0.4935,0.1528,0.0042,0.0336,-0.0228,0.0186,-0.4947,1.1797,-1.7966,0.2219,-0.03246,-3.12453,0.0281,-0.0965,-0.1146,0.0381,0.00000,0.00000,1.1105,-1.4930
578,23.1200,0.0837,0.0000,-0.4943,0.1538,0.0030,0.0327,-0.0164,0.0274,-0.5062,1.1739,-1.7985,0.2220,-0.03188,-3.12443,0.0256,-0.0961,-0.1112,0.0361,0.00000,0.00000,1.1065,-1.4941
579,23.1600,0.0853,0.0000,-0.4950,0.1556,0.0016,0.0334,-0.0095,0.0227,-0.5007,1.1681,-1.8003,0.2220,-0.03125,-3.12459,0.0263,-0.0972,-0.1120,0.0395,0.00000,0.00000,1.1024,-1.4952
580,23.2000,0.0870,0.0000,-0.4956,0.1582,0.0018,0.0316,-0.0108,-0.0008,-0.4919,1.1622,-1.8020,0.2220,-0.03127,-3.12485,0.0268,-0.0954,-0.1114,0.0332,0.00000,0.00000,1.0984,-1.4961
581,23.2400,0.0886,0.0000,-0.4961,0.1591,0.0026,0.0337,-0.0144,0.0103,-0.4916,1.1561,-1.8035,0.2220,-0.03138,-3.12501,0.0279,-0.0973,-0.1165,0.0380,0.00000,0.00000,1.0943,-1.4969
582,23.2800,0.0904,0.0000,-0.4966,0.1610,0.0043,0.0330,-0.0236,0.0017,-0.4971,1.1500,-1.8051,0.2220,-0.03158,-3.12484,0.0288,-0.0976,-0.1114,0.0326,0.00000,0.00000,1.0902,-1.4976
583,23.3200,0.0921,0.0000,-0.4970,0.1615,0.0013,0.0319,-0.0077,0.0188,-0.4995,1.1438,-1.8064,0.2220,-0.03136,-3.12487,0.0236,-0.0965,-0.1182,0.0387,0.00000,0.00000,1.0860,-1.4982
584,23.3600,0.0939,0.0000,-0.4974,0.1633,0.0011,0.0319,-0.0070,0.0159,-0.4942,1.1376,-1.8076,0.2220,-0.03116,-3.12524,0.0260,-0.0962,-0.1087,0.0379,0.00000,0.00000,1.0819,-1.4988
585,23.4000,0.0958,0.0000,-0.4977,0.1648,0.0028,0.0329,-0.0152,0.0150,-0.4946,1.1312,-1.8087,0.2220,-0.03084,-3.12540,0.0248,-0.0991,-0.1177,0.0342,0.00000,0.00000,1.0777,-1.4992
586,23.4400,0.0977,0.0000,-0.4980,0.1676,0.0043,0.0326,-0.0235,-0.0081,-0.4875,1.1248,-1.8098,0.2221,-0.03121,-3.12516,0.0280,-0.0991,-0.1118,0.0345,0.00000,0.00000,1.0735,-1.4995
587,23.4800,0.0996,0.0000,-0.4982,0.1676,0.0022,0.0317,-0.0124,0.0193,-0.4872,1.1182,-1.8108,0.2221,-0.03115,-3.12511,0.0254,-0.0968,-0.1162,0.0373,0.00000,0.00000,1.0693,-1.4998
588,23.5200,0.1015,0.0000,-0.4984,0.1694,0.0018,0.0332,-0.0102,0.0207,-0.5105,1.1116,-1.8115,0.2221,-0.03073,-3.12527,0.0277,-0.0962,-0.1134,0.0411,0.00000,0.00000,1.0651,-1.4999
589,23.5600,0.1035,0.0000,-0.4986,0.1711,0.0016,0.0333,-0.0094,0.0209,-0.4988,1.1050,-1.8122,0.2221,-0.03025,-3.12546,0.0233,-0.1000,-0.1169,0.0318,0.00000,0.00000,1.0609,-1.5000
590,23.6000,0.1055,0.0000,-0.4988,0.1732,0.0026,0.0312,-0.0146,0.0134,-0.4936,1.0982,-1.8127,0.2221,-0.03003,-3.12554,0.0250,-0.0993,-0.1135,0.0366,0.00000,0.00000,1.0566,-1.5000
591,23.6400,0.1075,0.0000,-0.4989,0.1744,0.0034,0.0318,-0.0186,0.0229,-0.4915,1.0914,-1.8131,0.2221,-0.02960,-3.12541,0.0274,-0.0979,-0.1139,0.0379,0.00000,0.00000,1.0524,-1.4998
592,23.6800,0.1096,0.0000,-0.4990,0.1769,0.0017,0.0318,-0.0096,0.0167,-0.4920,1.0844,-1.8134,0.2221,-0.02915,-3.12535,0.0243,-0.0972,-0.1156,0.0387,0.00000,0.00000,1.0481,-1.4996
593,23.7200,0.1117,0.0000,-0.4992,0.1795,0.0022,0.0331,-0.0124,0.0101,-0.4919,1.0774,-1.8135,0.2221,-0.02909,-3.12546,0.0272,-0.0989,-0.1124,0.0373,0.00000,0.00000,1.0438,-1.4993
594,23.7600,0.1138,0.0000,-0.4993,0.1813,0.0010,0.0332,-0.0059,0.0133,-0.4925,1.0703,-1.8135,0.2221,-0.02885,-3.12560,0.0255,-0.0968,-0.1189,0.0392,0.00000,0.00000,1.0395,-1.4988
595,23.8000,0.1160,0.0000,-0.4994,0.1836,0.0028,0.0321,-0.0154,0.0124,-0.5032,1.0631,-1.8133,0.2222,-0.02886,-3.12568,0.0255,-0.1001,-0.1132,0.0352,0.00000,0.00000,1.0351,-1.4983
596,23.8400,0.1181,0.0000,-0.4994,0.1870,0.0044,0.0334,-0.0219,-0.0182,-0.5397,1.0558,-1.8131,0.2222,-0.02926,-3.12538,0.0276,-0.1009,-0.1279,0.0310,0.00000,0.00000,1.0308,-1.4977
597,23.8800,0.1204,0.0000,-0.4995,0.1902,0.0037,0.0377,-0.0192,-0.0357,-0.5389,1.0484,-1.8127,0.2224,-0.03091,-3.12508,0.0304,-0.1060,-0.1217,0.0359,0.00000,0.00000,1.0264,-1.4970
598,23.9200,0.1226,0.0000,-0.4996,0.1896,0.0016,0.0321,-0.0086,-0.0024,-0.5294,1.0410,-1.8121,0.2225,-0.03182,-3.12519,0.0267,-0.1014,-0.1243,0.0281,0.00000,0.00000,1.0220,-1.4962
599,23.9600,0.1250,0.0000,-0.4996,0.1902,0.0027,0.0319,-0.0139,0.0024,-0.5207,1.0336,-1.8113,0.2225,-0.03218,-3.12532,0.0285,-0.1042,-0.1268,0.0373,0.00000,0.00000,1.0176,-1.4953
600,24.0000,0.1273,0.0000,-0.4997,0.1909,0.0040,0.0308,-0.0207,0.0075,-0.5332,1.0261,-1.8105,0.2225,-0.03236,-3.12516,0.0284,-0.1016,-0.1207,0.0332,0.00000,0.00000,1.0132,-1.4942
601,24.0400,0.1298,0.0000,-0.4997,0.1924,0.0037,0.0318,-0.0192,-0.0016,-0.5308,1.0187,-1.8094,0.2225,-0.03262,-3.12488,0.0296,-0.1033,-0.1231,0.0373,0.00000,0.00000,1.0088,-1.4932
602,24.0800,0.1322,0.0000,-0.4997,0.1926,0.0012,0.0323,-0.0066,0.0154,-0.5296,1.0112,-1.8082,0.2226,-0.03258,-3.12500,0.0258,-0.1035,-0.1272,0.0347,0.00000,0.00000,1.0043,-1.4920
603,24.1200,0.1347,0.0000,-0.4998,0.1940,0.0019,0.0303,-0.0102,0.0075,-0.5349,1.0037,-1.8067,0.2226,-0.03260,-3.12525,0.0260,-0.1030,-0.1217,0.0326,0.00000,0.00000,0.9999,-1.4907
604,24.1600,0.1373,0.0000,-0.4998,0.1941,0.0029,0.0302,-0.0152,0.0186,-0.5241,0.9962,-1.8051,0.2226,-0.03237,-3.12530,0.0237,-0.1051,-0.1262,0.0317,0.00000,0.00000,0.9954,-1.4893
605,24.2000,0.1398,0.0000,-0.4998,0.1955,0.0035,0.0314,-0.0179,0.0132,-0.5264,0.9887,-1.8034,0.2225,-0.03213,-3.12514,0.0268,-0.1040,-0.1230,0.0372,0.00000,0.00000,0.9909,-1.4878
606,24.2400,0.1425,0.0000,-0.4998,0.1972,0.0035,0.0296,-0.0183,-0.0004,-0.5227,0.9812,-1.8015,0.2225,-0.03228,-3.12492,0.0265,-0.1022,-0.1213,0.0300,0.00000,0.00000,0.9864,-1.4862
607,24.2800,0.1451,0.0000,-0.4999,0.1966,0.0027,0.0313,-0.0140,0.0331,-0.5312,0.9737,-1.7995,0.2225,-0.03186,-3.12483,0.0253,-0.1034,-0.1245,0.0375,0.00000,0.00000,0.9818,-1.4846
608,24.3200,0.1478,0.0000,-0.4999,0.1988,0.0030,0.0320,-0.0154,0.0180,-0.5376,0.9662,-1.7972,0.2225,-0.03129,-3.12471,0.0258,-0.1038,-0.1207,0.0345,0.00000,0.00000,0.9773,-1.4828
609,24.3600,0.1506,0.0000,-0.4999,0.2008,0.0031,0.0296,-0.0159,0.0010,-0.5317,0.9587,-1.7948,0.2225,-0.03135,-3.12458,0.0247,-0.1039,-0.1225,0.0293,0.00000,0.00000,0.9727,-1.4809
610,24.4000,0.1533,0.0000,-0.4999,0.2016,0.0037,0.0314,-0.0193,0.0120,-0.5343,0.9512,-1.7923,0.2225,-0.03149,-3.12435,0.0269,-0.1049,-0.1203,0.0379,0.00000,0.00000,0.9682,-1.4790
611,24.4400,0.1561,0.0000,-0.4999,0.2021,0.0033,0.0288,-0.0171,0.0246,-0.5126,0.9437,-1.7896,0.2225,-0.03099,-3.12407,0.0212,-0.1042,-0.1226,0.0246,0.00000,0.00000,0.9636,-1.4769
612,24.4800,0.1590,0.0000,-0.4999,0.2036,0.0022,0.0293,-0.0110,0.0249,-0.5283,0.9363,-1.7866,0.2223,-0.03043,-3.12393,0.0228,-0.1034,-0.1204,0.0410,0.00000,0.00000,0.9590,-1.4748
613,24.5200,0.1618,0.0000,-0.4996,0.2031,0.0005,0.0377,0.0060,0.0417,-0.4953,0.9288,-1.7835,0.2224,-0.02978,-3.12411,0.0257,-0.1045,-0.1238,0.0348,0.00000,0.00000,0.9544,-1.4726
614,24.5600,0.1647,0.0000,-0.4975,0.1995,-0.0005,0.0379,0.0121,0.0542,-0.4826,0.9216,-1.7801,0.2227,-0.02823,-3.12507,0.0261,-0.1024,-0.1049,0.0235,0.00000,0.00000,0.9497,-1.4702
615,24.6000,0.1676,0.0000,-0.4939,0.1966,-0.0020,0.0394,0.0207,0.0540,-0.4830,0.9145,-1.7766,0.2229,-0.02630,-3.12625,0.0229,-0.1051,-0.1110,0.0259,0.00000,0.00000,0.9451,-1.4678
616,24.6400,0.1704,0.0000,-0.4890,0.1950,-0.0021,0.0398,0.0209,0.0469,-0.4784,0.9076,-1.7730,0.2232,-0.02473,-3.12765,0.0240,-0.1053,-0.0994,0.0219,0.00000,0.00000,0.9404,-1.4653
617,24.6800,0.1733,0.0000,-0.4829,0.1959,-0.0010,0.0391,0.0094,0.0314,-0.5037,0.9008,-1.7693,0.2235,-0.02315,-3.12886,0.0245,-0.1052,-0.1073,0.0278,0.00000,0.00000,0.9357,-1.4627
618,24.7200,0.1762,0.0000,-0.4758,0.1986,0.0008,0.0360,-0.0002,0.0115,-0.4797,0.8940,-1.7655,0.2237,-0.02265,-3.12941,0.0216,-0.1087,-0.1129,0.0184,0.00000,0.00000,0.9310,-1.4600
619,24.7600,0.1792,0.0000,-0.4677,0.1997,0.0008,0.0357,-0.0006,0.0245,-0.4685,0.8872,-1.7616,0.2238,-0.02220,-3.12979,0.0233,-0.1087,-0.1106,0.0315,0.00000,0.00000,0.9263,-1.4572
620,24.8000,0.1821,0.0000,-0.4587,0.2012,0.0011,0.0365,-0.0015,0.0352,-0.4679,0.8803,-1.7575,0.2240,-0.02114,-3.13010,0.0234,-0.1080,-0.1109,0.0229,0.00000,0.00000,0.9216,-1.4543
621,24.8400,0.1851,0.0000,-0.4490,0.2035,0.0009,0.0377,-0.0009,0.0361,-0.4502,0.8735,-1.7533,0.2241,-0.02001,-3.13038,0.0240,-0.1111,-0.1087,0.0253,0.00000,0.00000,0.9168,-1.4513
622,24.8800,0.1880,0.0000,-0.4388,0.2069,-0.0000,0.0365,0.0042,0.0177,-0.4427,0.8667,-1.7488,0.2243,-0.01923,-3.13075,0.0238,-0.1097,-0.1085,0.0244,0.00000,0.00000,0.9121,-1.4482
623,24.9200,0.1910,0.0000,-0.4280,0.2090,-0.0007,0.0381,0.0075,0.0273,-0.4339,0.8599,-1.7441,0.2245,-0.01854,-3.13143,0.0255,-0.1099,-0.1078,0.0262,0.00000,0.00000,0.9073,-1.4450
624,24.9600,0.1939,0.0000,-0.4169,0.2131,-0.0003,0.0357,0.0023,0.0258,-0.4432,0.8531,-1.7393,0.2246,-0.01757,-3.13202,0.0234,-0.1111,-0.1073,0.0214,0.00000,0.00000,0.9025,-1.4418
625,25.0000,0.1967,0.0000,-0.4054,0.2186,-0.0000,0.0352,0.0012,0.0134,-0.4217,0.8462,-1.7342,0.2247,-0.01702,-3.13237,0.0240,-0.1129,-0.1165,0.0272,0.00000,0.00000,0.8977,-1.4384
626,25.0400,0.1996,0.0000,-0.3936,0.2235,0.0017,0.0342,-0.0077,0.0142,-0.4129,0.8392,-1.7289,0.2247,-0.01673,-3.13248,0.0243,-0.1136,-0.1153,0.0225,0.00000,0.00000,0.8929,-1.4350
627,25.0800,0.2023,0.0000,-0.3816,0.2299,0.0029,0.0321,-0.0139,-0.0167,-0.3904,0.8320,-1.7234,0.2247,-0.01713,-3.13207,0.0239,-0.1135,-0.1148,0.0225,0.00000,0.00000,0.8881,-1.4314
628,25.1200,0.2051,0.0000,-0.3695,0.2345,0.0034,0.0314,-0.0170,-0.0131,-0.3795,0.8248,-1.7177,0.2247,-0.01801,-3.13154,0.0251,-0.1125,-0.1106,0.0244,0.00000,0.00000,0.8832,-1.4278
629,25.1600,0.2077,0.0000,-0.3574,0.2390,0.0033,0.0328,-0.0165,-0.0130,-0.3658,0.8175,-1.7118,0.2246,-0.01867,-3.13087,0.0285,-0.1106,-0.1126,0.0252,0.00000,0.00000,0.8784,-1.4241
630,25.2000,0.2102,0.0000,-0.3453,0.2427,0.0019,0.0312,-0.0095,0.0042,-0.3567,0.8102,-1.7057,0.2246,-0.01895,-3.13044,0.0230,-0.1120,-0.1146,0.0185,0.00000,0.00000,0.8735,-1.4202
631,25.2400,0.2127,0.0000,-0.3333,0.2461,0.0029,0.0341,-0.0146,0.0253,-0.3595,0.8029,-1.6993,0.2246,-0.01862,-3.13004,0.0252,-0.1158,-0.1109,0.0273,0.00000,0.00000,0.8686,-1.4163
632,25.2800,0.2151,0.0000,-0.3214,0.2508,0.0021,0.0337,-0.0106,0.0227,-0.3356,0.7955,-1.6927,0.2247,-0.01778,-3.12951,0.0244,-0.1150,-0.1142,0.0204,0.00000,0.00000,0.8637,-1.4123
633,25.3200,0.2174,0.0000,-0.3096,0.2570,0.0016,0.0327,-0.0082,-0.0074,-0.3103,0.7881,-1.6859,0.2247,-0.01787,-3.12919,0.0289,-0.1138,-0.1111,0.0258,0.00000,0.00000,0.8588,-1.4082
634,25.3600,0.2196,0.0000,-0.2981,0.2618,0.0013,0.0301,-0.0064,-0.0143,-0.3057,0.7806,-1.6788,0.2246,-0.01851,-3.12900,0.0254,-0.1115,-0.1128,0.0196,0.00000,0.00000,0.8539,-1.4041
635,25.4000,0.2216,0.0000,-0.2868,0.2662,0.0040,0.0314,-0.0206,-0.0177,-0.2996,0.7730,-1.6715,0.2246,-0.01942,-3.12838,0.0294,-0.1131,-0.1110,0.0185,0.00000,0.00000,0.8490,-1.3998
636,25.4400,0.2236,0.0000,-0.2758,0.2689,0.0021,0.0322,-0.0109,0.0108,-0.2700,0.7654,-1.6641,0.2246,-0.01957,-3.12762,0.0252,-0.1138,-0.1131,0.0232,0.00000,0.00000,0.8440,-1.3954
637,25.4800,0.2255,0.0000,-0.2651,0.2734,0.0029,0.0294,-0.0152,0.0021,-0.2696,0.7578,-1.6564,0.2245,-0.01958,-3.12704,0.0279,-0.1129,-0.1091,0.0154,0.00000,0.00000,0.8390,-1.3910
638,25.5200,0.2272,0.0000,-0.2547,0.2780,0.0029,0.0322,-0.0150,-0.0088,-0.2512,0.7501,-1.6486,0.2245,-0.01992,-3.12622,0.0278,-0.1156,-0.1129,0.0214,0.00000,0.00000,0.8341,-1.3865
639,25.5600,0.2289,0.0000,-0.2447,0.2816,0.0010,0.0318,-0.0055,0.0009,-0.2535,0.7425,-1.6405,0.2245,-0.02021,-3.12580,0.0280,-0.1120,-0.1104,0.0198,0.00000,0.00000,0.8291,-1.3818
640,25.6000,0.2304,0.0000,-0.2351,0.2856,0.0021,0.0318,-0.0110,-0.0018,-0.2410,0.7348,-1.6322,0.2245,-0.02047,-3.12545,0.0296,-0.1148,-0.1101,0.0166,0.00000,0.00000,0.8241,-1.3771
641,25.6400,0.2318,0.0000,-0.2258,0.2894,0.0010,0.0303,-0.0053,-0.0066,-0.2124,0.7271,-1.6238,0.2245,-0.02077,-3.12509,0.0260,-0.1145,-0.1138,0.0165,0.00000,0.00000,0.8190,-1.3723
642,25.6800,0.2332,0.0000,-0.2169,0.2934,0.0023,0.0287,-0.0124,-0.0153,-0.2105,0.7193,-1.6151,0.2244,-0.02150,-3.12472,0.0294,-0.1129,-0.1084,0.0150,0.00000,0.00000,0.8140,-1.3674
643,25.7200,0.2344,0.0000,-0.2084,0.2966,0.0023,0.0319,-0.0123,-0.0086,-0.2230,0.7116,-1.6064,0.2244,-0.02205,-3.12413,0.0323,-0.1115,-0.1113,0.0218,0.00000,0.00000,0.8090,-1.3625
644,25.7600,0.2355,0.0000,-0.2003,0.3002,0.0012,0.0302,-0.0065,-0.0118,-0.2014,0.7038,-1.5974,0.2244,-0.02265,-3.12376,0.0278,-0.1134,-0.1095,0.0100,0.00000,0.00000,0.8039,-1.3574
645,25.8000,0.2365,0.0000,-0.1925,0.3026,0.0017,0.0290,-0.0096,-0.0033,-0.1848,0.6960,-1.5883,0.2244,-0.02315,-3.12350,0.0298,-0.1138,-0.1079,0.0177,0.00000,0.00000,0.7988,-1.3522
646,25.8400,0.2375,0.0000,-0.1850,0.3051,0.0019,0.0293,-0.0104,0.0077,-0.1819,0.6882,-1.5790,0.2243,-0.02310,-3.12304,0.0312,-0.1106,-0.1082,0.0175,0.00000,0.00000,0.7937,-1.3470
647,25.8800,0.2383,0.0000,-0.1779,0.3093,0.0008,0.0301,-0.0045,-0.0140,-0.1772,0.6804,-1.5696,0.2243,-0.02344,-3.12273,0.0308,-0.1110,-0.1094,0.0182,0.00000,0.00000,0.7886,-1.3417
648,25.9200,0.2391,0.0000,-0.1712,0.3124,-0.0006,0.0314,0.0026,-0.0150,-0.1591,0.6727,-1.5600,0.2244,-0.02415,-3.12294,0.0293,-0.1138,-0.1139,0.0143,0.00000,0.00000,0.7835,-1.3363
649,25.9600,0.2398,0.0000,-0.1648,0.3145,0.0018,0.0295,-0.0103,-0.0044,-0.1606,0.6649,-1.5502,0.2244,-0.02476,-3.12292,0.0308,-0.1134,-0.1051,0.0141,0.00000,0.00000,0.7784,-1.3308
650,26.0000,0.2404,0.0000,-0.1588,0.3170,0.0011,0.0270,-0.0067,-0.0095,-0.1445,0.6570,-1.5404,0.2244,-0.02501,-3.12249,0.0290,-0.1098,-0.1123,0.0159,0.00000,0.00000,0.7733,-1.3252
651,26.0400,0.2409,0.0000,-0.1532,0.3203,0.0016,0.0280,-0.0093,-0.0254,-0.1420,0.6492,-1.5304,0.2243,-0.02596,-3.12219,0.0323,-0.1113,-0.1098,0.0137,0.00000,0.00000,0.7681,-1.3195
652,26.0800,0.2413,0.0000,-0.1479,0.3222,0.0006,0.0297,-0.0039,-0.0157,-0.1405,0.6414,-1.5203,0.2243,-0.02683,-3.12197,0.0312,-0.1101,-0.1096,0.0176,0.00000,0.00000,0.7630,-1.3138
653,26.1200,0.2417,0.0000,-0.1429,0.3239,0.0013,0.0284,-0.0077,-0.0119,-0.1373,0.6336,-1.5101,0.2243,-0.02752,-3.12183,0.0329,-0.1102,-0.1071,0.0125,0.00000,0.00000,0.7578,-1.3080
654,26.1600,0.2420,0.0000,-0.1382,0.3256,0.0011,0.0259,-0.0065,-0.0115,-0.1282,0.6257,-1.4998,0.2243,-0.02808,-3.12155,0.0311,-0.1085,-0.1063,0.0166,0.00000,0.00000,0.7526,-1.3020
655,26.2000,0.2423,0.0000,-0.1338,0.3273,0.0014,0.0275,-0.0083,-0.0109,-0.1249,0.6179,-1.4894,0.2242,-0.02859,-3.12129,0.0320,-0.1106,-0.1109,0.0139,0.00000,0.00000,0.7474,-1.2961
656,26.2400,0.2425,0.0000,-0.1296,0.3298,0.0001,0.0132,-0.0018,-0.0274,-0.1640,0.6101,-1.4789,0.2239,-0.02975,-3.12118,0.0187,-0.0971,-0.0831,0.0095,0.00000,0.00000,0.7422,-1.2900
657,26.2800,0.2426,0.0000,-0.1255,0.3297,0.0019,0.0204,-0.0110,0.0057,-0.1572,0.6024,-1.4683,0.2234,-0.03022,-3.12107,0.0222,-0.1049,-0.0947,0.0195,0.00000,0.00000,0.7370,-1.2838
658,26.3200,0.2427,0.0000,-0.1215,0.3311,0.0013,0.0301,-0.0081,0.0276,-0.1496,0.5946,-1.4577,0.2234,-0.02948,-3.12052,0.0231,-0.1064,-0.0971,0.0173,0.00000,0.00000,0.7318,-1.2775
659,26.3600,0.2428,0.0000,-0.1175,0.3346,-0.0018,0.0253,0.0081,0.0033,-0.1345,0.5869,-1.4468,0.2234,-0.02907,-3.12081,0.0203,-0.1032,-0.0930,0.0116,0.00000,0.00000,0.7265,-1.2712
660,26.4000,0.2429,0.0000,-0.1135,0.3369,-0.0000,0.0260,-0.0013,0.0005,-0.1315,0.5793,-1.4359,0.2233,-0.02922,-3.12137,0.0254,-0.1036,-0.0932,0.0182,0.00000,0.00000,0.7213,-1.2648
661,26.4400,0.2429,0.0000,-0.1098,0.3399,0.0016,0.0277,-0.0100,-0.0159,-0.1292,0.5716,-1.4249,0.2233,-0.02961,-3.12109,0.0250,-0.1032,-0.0980,0.0130,0.00000,0.00000,0.7160,-1.2583
