step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right
114,4.5600,0.5370,0.0000,0.0102,0.4585,0.0712,-0.1078,-0.3521,0.1885,0.0709,-28.8369,-74.5952,0.6415,0.01811,2.98490,-0.0047,-0.1179,-0.2491,0.1856,0.01188,-0.02094
115,4.6000,0.5370,0.0000,0.0102,0.4954,0.1331,-0.2762,-0.8193,0.0940,0.0663,-28.8530,-74.5837,0.6325,0.02242,3.01482,0.0259,-0.1025,-0.2438,0.2023,0.00597,-0.01827
116,4.6400,0.5370,0.0000,0.0102,0.5148,-0.0236,-0.2249,0.0967,-0.0663,0.0009,-28.8689,-74.5717,0.6196,0.02621,3.03729,0.0853,0.0185,-0.3789,0.4275,-0.00719,-0.00613
117,4.6800,0.5370,0.0000,0.0102,0.5790,-0.1047,-0.2183,0.5005,-0.4629,-0.2420,-28.8820,-74.5531,0.6098,0.00337,3.01644,0.1291,-0.2977,0.0373,-0.2811,-0.00286,-0.00822
118,4.7200,0.5370,0.0000,0.0102,0.5950,-0.0837,-0.3036,0.3369,-0.8194,0.1152,-28.8938,-74.5328,0.5965,-0.01900,2.98643,0.3736,-0.5035,0.0606,-0.2732,0.01188,-0.01167
119,4.7600,0.5370,0.0000,0.0102,0.5470,-0.0499,-0.1002,0.2534,-0.2988,-0.0082,-28.9067,-74.5147,0.5877,-0.03508,2.96768,-0.1349,-0.1654,-0.0502,0.0298,0.02486,-0.00403
120,4.8000,0.5370,0.0000,0.0102,0.5242,-0.0053,0.0354,0.0308,0.0163,-0.1373,-28.9195,-74.4975,0.5863,-0.03853,2.95687,0.0420,-0.1673,0.0064,-0.1548,0.03455,-0.00492
121,4.8400,0.5370,0.0000,0.0102,0.5142,0.0042,0.0109,-0.0163,-0.0914,-0.1699,-28.9326,-74.4816,0.5868,-0.03845,2.95457,0.0468,-0.1298,0.0000,-0.0781,0.03313,-0.00803
122,4.8800,0.5370,0.0000,0.0102,0.4943,-0.0130,0.0070,0.0670,0.0066,-0.0903,-28.9450,-74.4658,0.5863,-0.03877,2.94997,0.0470,-0.1480,-0.0536,-0.0327,0.03497,-0.00802
123,4.9200,0.5370,0.0000,0.0102,0.4801,0.0192,0.0046,-0.0919,-0.0037,-0.1766,-28.9574,-74.4506,0.5857,-0.03899,2.94778,0.0580,-0.1614,0.0179,-0.1182,0.03592,-0.01049
124,4.9600,0.5370,0.0000,0.0102,0.4601,-0.0194,0.0069,0.0937,0.0764,0.0457,-28.9691,-74.4361,0.5853,-0.03500,2.94643,-0.0106,-0.1359,-0.0684,-0.0226,0.03403,-0.00967
125,5.0000,0.5370,0.0000,0.0102,0.4595,-0.0144,0.0298,0.0747,-0.1734,-0.0906,-28.9798,-74.4211,0.5850,-0.03888,2.93890,0.0451,-0.1625,-0.0320,-0.0467,0.03478,-0.01316
126,5.0400,0.5370,0.0000,0.0102,0.4265,-0.0075,0.0365,0.0351,0.1963,0.0176,-28.9902,-74.4069,0.5857,-0.03632,2.93337,0.0032,-0.1608,-0.0518,-0.0854,0.03840,-0.01237
127,5.0800,0.5370,0.0000,0.0102,0.4096,0.0233,-0.0011,-0.1139,0.2607,-0.1063,-29.0010,-74.3939,0.5851,-0.02723,2.93425,0.0172,-0.1566,0.0134,-0.0801,0.03601,-0.01773
128,5.1200,0.5370,0.0000,0.0102,0.4066,0.0278,0.0027,-0.1370,0.0833,-0.1311,-29.0122,-74.3818,0.5841,-0.01995,2.94067,0.0165,-0.1483,0.0103,-0.0661,0.03198,-0.02138
129,5.1600,0.5370,0.0000,0.0102,0.4093,-0.0060,0.0335,0.0328,-0.1540,-0.0957,-29.0225,-74.3693,0.5838,-0.02110,2.94151,0.0159,-0.1464,-0.0340,-0.0382,0.02817,-0.02264
130,5.2000,0.5370,0.0000,0.0102,0.4004,-0.0140,0.0358,0.0703,-0.0536,-0.0929,-29.0317,-74.3560,0.5842,-0.02451,2.93429,0.0011,-0.1665,-0.0487,-0.0855,0.03266,-0.02055
131,5.2400,0.5370,0.0000,0.0102,0.3825,0.0528,-0.0224,-0.2669,0.2486,-0.2240,-29.0419,-74.3439,0.5834,-0.01959,2.93701,0.0117,-0.1675,-0.0144,-0.1089,0.03593,-0.02129
132,5.2800,0.5370,0.0000,0.0102,0.3940,0.0459,-0.0346,-0.2427,0.2378,-0.1060,-29.0533,-74.3331,0.5811,-0.00702,2.95247,-0.0360,-0.1590,-0.1269,0.0636,0.02832,-0.02210
133,5.3200,0.5370,0.0000,0.0102,0.4333,0.0281,-0.0324,-0.1519,-0.0188,-0.1546,-29.0646,-74.3207,0.5786,-0.00333,2.96135,-0.0234,-0.1541,-0.1769,0.0816,0.02094,-0.02212
134,5.3600,0.5370,0.0000,0.0102,0.4479,0.0571,-0.0694,-0.2857,0.1666,-0.0361,-29.0766,-74.3076,0.5755,0.00122,2.97166,-0.0603,-0.1427,-0.2476,0.1329,0.02000,-0.01807
135,5.4000,0.5370,0.0000,0.0102,0.4668,0.1639,-0.2312,-0.7929,-0.0822,0.0689,-29.0917,-74.2960,0.5686,0.00313,3.00743,-0.0451,-0.0707,-0.2969,0.2260,0.01079,-0.01588
136,5.4400,0.5370,0.0000,0.0102,0.4679,0.0305,-0.2202,-0.1616,-0.0783,0.2069,-29.1075,-74.2852,0.5568,0.00330,3.04606,-0.0603,0.0712,-0.3329,0.4140,0.00086,-0.00180
137,5.4800,0.5370,0.0000,0.0102,0.5174,-0.0445,-0.1335,0.2124,-0.3244,-0.0064,-29.1198,-74.2692,0.5489,-0.01344,3.04230,-0.0321,-0.1600,-0.0346,-0.1142,-0.00029,0.00095
138,5.5200,0.5370,0.0000,0.0102,0.5311,-0.0966,-0.1842,0.4634,-0.2504,-0.0690,-29.1308,-74.2511,0.5423,-0.02632,3.02180,0.0734,-0.2759,-0.0385,-0.0817,0.00867,0.00106
139,5.5600,0.5370,0.0000,0.0102,0.5486,-0.1457,-0.3509,0.2853,-0.6293,0.1913,-29.1406,-74.2313,0.5301,-0.04167,2.98508,0.3411,-0.4671,0.0685,-0.2061,0.02052,-0.00483
140,5.6000,0.5370,0.0000,0.0102,0.5218,-0.1530,-0.1510,0.7676,-0.5635,0.0863,-29.1491,-74.2113,0.5188,-0.06346,2.93816,-0.1955,-0.1169,-0.1014,0.1435,0.03246,0.00079
141,5.6400,0.5370,0.0000,0.0102,0.4798,0.0400,0.1059,-0.1995,0.1638,-0.0347,-29.1593,-74.1937,0.5188,-0.07216,2.92007,0.0482,-0.2809,-0.0195,-0.3028,0.04296,-0.00495
142,5.6800,0.5370,0.0000,0.0102,0.4394,0.0593,0.0003,-0.2898,0.5131,-0.1621,-29.1723,-74.1809,0.5212,-0.05148,2.93658,-0.0148,-0.1267,-0.0188,-0.0511,0.03980,-0.00562
143,5.7200,0.5370,0.0000,0.0102,0.4409,-0.0029,-0.0321,0.0159,0.2004,-0.0985,-29.1841,-74.1674,0.5192,-0.03786,2.94152,0.0344,-0.1400,-0.0313,0.0076,0.02661,-0.00969
144,5.7600,0.5370,0.0000,0.0102,0.4351,-0.0145,0.0300,0.0722,0.1062,-0.0290,-29.1943,-74.1530,0.5183,-0.03257,2.93567,0.0050,-0.1810,-0.0392,-0.1021,0.02397,-0.01498
145,5.8000,0.5370,0.0000,0.0102,0.4310,-0.0184,0.0457,0.0919,-0.0625,-0.0314,-29.2040,-74.1386,0.5190,-0.03179,2.92885,0.0029,-0.1655,-0.0592,-0.0507,0.02295,-0.01816
146,5.8400,0.5370,0.0000,0.0102,0.3996,0.0489,0.0285,-0.2419,0.3512,-0.1082,-29.2144,-74.1254,0.5195,-0.02598,2.93058,0.0517,-0.2135,0.0079,-0.1835,0.02845,-0.02037
147,5.8800,0.5370,0.0000,0.0102,0.3999,0.0104,0.0108,-0.0578,0.0835,0.0570,-29.2252,-74.1137,0.5192,-0.01544,2.94137,-0.0095,-0.1529,-0.0620,0.0122,0.01816,-0.02344
148,5.9200,0.5370,0.0000,0.0102,0.3951,-0.0149,0.0268,0.0755,0.0767,-0.0398,-29.2345,-74.1006,0.5184,-0.01339,2.93727,0.0251,-0.1693,-0.0216,-0.0905,0.01671,-0.02297
149,5.9600,0.5370,0.0000,0.0102,0.3839,-0.0011,0.0485,0.0054,0.1409,-0.0306,-29.2434,-74.0878,0.5188,-0.00876,2.93300,0.0017,-0.1867,-0.0374,-0.1013,0.01712,-0.02483
150,6.0000,0.5370,0.0000,0.0102,0.3841,0.0030,0.0401,-0.0124,-0.0149,-0.0821,-29.2526,-74.0754,0.5191,-0.00612,2.93183,0.0248,-0.1653,-0.0399,-0.0551,0.01556,-0.02721
151,6.0400,0.5370,0.0000,0.0102,0.3773,-0.0040,0.0240,0.0211,0.0614,-0.0460,-29.2615,-74.0631,0.5190,-0.00421,2.92901,-0.0083,-0.1732,-0.0544,-0.0852,0.01694,-0.02555
152,6.0800,0.5370,0.0000,0.0102,0.3818,0.0553,-0.0129,-0.2806,0.0086,-0.2558,-29.2714,-74.0514,0.5178,-0.00357,2.93419,0.0421,-0.1726,0.0216,-0.1069,0.01765,-0.02731
153,6.1200,0.5370,0.0000,0.0102,0.3888,0.0122,-0.0058,-0.0642,0.1856,-0.1358,-29.2817,-74.0400,0.5162,0.00483,2.94345,-0.0386,-0.1486,-0.1546,0.0890,0.01473,-0.02119
154,6.1600,0.5370,0.0000,0.0102,0.4112,0.0606,0.0004,-0.3256,0.1684,-0.2849,-29.2923,-74.0275,0.5147,0.01011,2.95132,0.0612,-0.1911,-0.1101,-0.0128,0.01257,-0.02389
155,6.2000,0.5370,0.0000,0.0102,0.4359,0.0556,-0.0419,-0.2819,0.2033,-0.0583,-29.3042,-74.0153,0.5125,0.02055,2.97037,-0.0387,-0.1578,-0.2809,0.1751,0.00613,-0.02107
156,6.2400,0.5370,0.0000,0.0102,0.4793,0.1095,-0.1561,-0.5386,-0.2687,0.0054,-29.3176,-74.0023,0.5071,0.01847,2.99358,0.0120,-0.0798,-0.2979,0.2376,-0.00045,-0.01957
157,6.2800,0.5370,0.0000,0.0102,0.4604,0.0989,-0.1843,-0.4610,-0.0411,0.1423,-29.3335,-73.9911,0.4971,0.01496,3.03762,0.0155,0.0682,-0.3465,0.4174,-0.00369,-0.00827
158,6.3200,0.5370,0.0000,0.0102,0.4945,0.0252,-0.1656,-0.1280,-0.2750,0.1457,-29.3472,-73.9771,0.4890,0.00206,3.05682,-0.0506,-0.0889,-0.0615,-0.1126,-0.00740,-0.00026
159,6.3600,0.5370,0.0000,0.0102,0.5110,-0.0316,-0.1550,0.1370,-0.1986,-0.0105,-29.3592,-73.9610,0.4814,-0.01027,3.05636,0.0252,-0.1805,-0.0557,0.0140,-0.00317,0.00557
160,6.4000,0.5370,0.0000,0.0102,0.5249,-0.0913,-0.2045,0.4598,-0.0267,-0.1043,-29.3699,-73.9428,0.4737,-0.01619,3.03756,0.1539,-0.3150,0.0149,-0.1147,0.00508,0.00479
161,6.4400,0.5370,0.0000,0.0102,0.5494,-0.0790,-0.2771,0.2447,-0.6670,-0.0127,-29.3791,-73.9227,0.4606,-0.03190,3.00081,0.4057,-0.4867,0.1604,-0.2394,0.01398,-0.00162
162,6.4800,0.5370,0.0000,0.0102,0.5080,-0.0872,-0.0371,0.4458,-0.1787,-0.0231,-29.3886,-73.9045,0.4543,-0.03840,2.97435,-0.1181,-0.1267,-0.1070,0.0633,0.02670,0.00516
163,6.5200,0.5370,0.0000,0.0102,0.4978,-0.0399,0.0565,0.1999,-0.0600,-0.0894,-29.3977,-73.8862,0.4544,-0.04425,2.94869,0.0779,-0.1927,0.0067,-0.2197,0.03790,-0.00169
164,6.5600,0.5370,0.0000,0.0102,0.4542,-0.0131,0.0197,0.0682,0.4963,-0.0842,-29.4075,-73.8699,0.4551,-0.03142,2.93824,0.0063,-0.1646,-0.0527,-0.0700,0.04385,-0.00501
165,6.6000,0.5370,0.0000,0.0102,0.4626,0.0033,-0.0027,-0.0119,0.0597,-0.1271,-29.4180,-73.8547,0.4540,-0.02107,2.93496,0.0711,-0.1396,-0.0196,-0.0518,0.03668,-0.01697
166,6.6400,0.5370,0.0000,0.0102,0.4545,-0.0165,0.0359,0.0835,0.0051,-0.0443,-29.4281,-73.8393,0.4536,-0.01920,2.93022,0.0480,-0.1525,-0.0716,-0.0383,0.03472,-0.01739
167,6.6800,0.5370,0.0000,0.0102,0.4498,-0.0064,0.0134,0.0338,-0.1034,-0.0854,-29.4378,-73.8240,0.4535,-0.02208,2.92319,0.0336,-0.1490,-0.0014,-0.1166,0.03550,-0.02131
168,6.7200,0.5370,0.0000,0.0102,0.4223,-0.0228,0.0169,0.1083,0.1914,0.1156,-29.4470,-73.8093,0.4528,-0.01834,2.91731,-0.0192,-0.1559,-0.0882,-0.0463,0.03722,-0.01886
169,6.7600,0.5370,0.0000,0.0102,0.4073,0.0109,0.0290,-0.0555,0.3118,-0.0008,-29.4562,-73.7953,0.4523,-0.00913,2.91458,0.0180,-0.1747,-0.0233,-0.1079,0.03435,-0.02202
170,6.8000,0.5370,0.0000,0.0102,0.4178,0.0071,0.0246,-0.0316,-0.0643,-0.1022,-29.4661,-73.7820,0.4520,-0.00469,2.91717,0.0009,-0.1416,-0.0135,-0.0245,0.02782,-0.02631
171,6.8400,0.5370,0.0000,0.0102,0.4201,-0.0211,0.0406,0.1051,-0.1627,-0.0090,-29.4749,-73.7679,0.4521,-0.00865,2.91165,0.0023,-0.1584,-0.0768,-0.0323,0.02577,-0.02514
172,6.8800,0.5370,0.0000,0.0102,0.3994,0.0384,0.0030,-0.1949,0.3116,-0.1934,-29.4843,-73.7542,0.4516,-0.00484,2.91005,0.0115,-0.1750,-0.0377,-0.1190,0.03046,-0.02210
173,6.9200,0.5370,0.0000,0.0102,0.4255,0.0518,-0.0310,-0.2650,-0.0075,-0.1250,-29.4954,-73.7420,0.4498,0.00269,2.92544,-0.0104,-0.1441,-0.1103,0.0934,0.02131,-0.02355
174,6.9600,0.5370,0.0000,0.0102,0.4632,0.0362,-0.0334,-0.1936,-0.2421,-0.1518,-29.5068,-73.7283,0.4474,-0.00234,2.93658,0.0121,-0.1402,-0.2357,0.1454,0.01820,-0.01966
175,7.0000,0.5370,0.0000,0.0102,0.4567,0.1336,-0.1069,-0.6417,0.1693,-0.1865,-29.5198,-73.7147,0.4438,-0.00069,2.96036,-0.0023,-0.1536,-0.2601,0.1158,0.02131,-0.01455
176,7.0400,0.5370,0.0000,0.0102,0.4402,0.1950,-0.2776,-0.7841,0.2826,0.3177,-29.5368,-73.7041,0.4343,0.00461,3.02035,-0.1164,-0.0265,-0.3680,0.3055,0.00660,-0.00785
177,7.0800,0.5370,0.0000,0.0102,0.4787,0.0962,-0.1957,-0.4731,-0.4552,0.2049,-29.5529,-73.6927,0.4231,-0.00392,3.07178,-0.1118,0.0023,-0.0883,0.1908,-0.00859,0.00101
178,7.1200,0.5370,0.0000,0.0102,0.5081,-0.0293,-0.0816,0.1425,-0.6816,-0.0661,-29.5652,-73.6775,0.4172,-0.02812,3.08295,-0.0497,-0.0765,-0.1049,0.0658,-0.00782,0.01211
179,7.1600,0.5370,0.0000,0.0102,0.5022,-0.0902,-0.0587,0.4465,-0.0526,-0.0775,-29.5740,-73.6591,0.4143,-0.04361,3.05804,0.0248,-0.2257,-0.0706,-0.1146,0.00589,0.01931
180,7.2000,0.5370,0.0000,0.0102,0.5004,-0.0827,-0.2076,0.4098,0.2350,-0.0517,-29.5829,-73.6403,0.4088,-0.04123,3.03073,0.1386,-0.3223,0.0323,-0.1337,0.01553,0.00955
181,7.2400,0.5370,0.0000,0.0102,0.5281,-0.0649,-0.3517,0.3117,-0.4963,0.0746,-29.5921,-73.6212,0.3947,-0.04523,2.99937,0.4027,-0.4501,0.1525,-0.2245,0.01971,-0.00339
182,7.2800,0.5370,0.0000,0.0102,0.5089,-0.0646,-0.0869,0.3392,-0.4591,-0.0959,-29.6017,-73.6033,0.3858,-0.05940,2.97660,-0.0773,-0.1380,-0.0436,0.0503,0.03174,-0.00274
183,7.3200,0.5370,0.0000,0.0102,0.4898,-0.0596,0.0799,0.3028,-0.1583,-0.1233,-29.6100,-73.5851,0.3863,-0.06950,2.94989,0.0443,-0.1779,-0.0324,-0.1910,0.04233,-0.00254
184,7.3600,0.5370,0.0000,0.0102,0.4434,-0.0211,0.0225,0.1061,0.3449,-0.0944,-29.6183,-73.5684,0.3881,-0.06339,2.93152,0.0311,-0.1658,-0.0133,-0.1453,0.04819,-0.00589
185,7.4000,0.5370,0.0000,0.0102,0.4154,0.0192,-0.0434,-0.0931,0.5153,-0.1344,-29.6279,-73.5538,0.3866,-0.04457,2.92932,0.0261,-0.1463,0.0247,-0.0874,0.04463,-0.01386
186,7.4400,0.5370,0.0000,0.0102,0.4233,-0.0128,0.0073,0.0669,0.0715,-0.0695,-29.6374,-73.5398,0.3849,-0.03289,2.92946,0.0087,-0.1416,-0.0440,0.0050,0.03374,-0.02238
187,7.4800,0.5370,0.0000,0.0102,0.3991,-0.0186,0.0616,0.0954,0.3931,-0.0724,-29.6454,-73.5251,0.3853,-0.02316,2.91909,0.0048,-0.1991,-0.0388,-0.1474,0.03461,-0.02358
188,7.5200,0.5370,0.0000,0.0102,0.3995,-0.0105,0.0276,0.0551,0.1526,-0.0816,-29.6534,-73.5112,0.3858,-0.01211,2.91181,0.0009,-0.1457,-0.0142,-0.0796,0.03045,-0.02993
189,7.5600,0.5370,0.0000,0.0102,0.3923,-0.0040,0.0241,0.0174,0.1236,0.0298,-29.6616,-73.4975,0.3853,-0.00706,2.90739,0.0099,-0.1656,-0.0378,-0.0847,0.02731,-0.03140
190,7.6000,0.5370,0.0000,0.0102,0.3922,0.0390,0.0226,-0.1957,-0.0246,-0.0669,-29.6707,-73.4846,0.3849,-0.00661,2.91293,0.0381,-0.1754,0.0307,-0.1386,0.02671,-0.03452
191,7.6400,0.5370,0.0000,0.0102,0.3956,0.0063,0.0248,-0.0306,-0.0892,-0.1329,-29.6798,-73.4719,0.3847,-0.00652,2.91894,0.0003,-0.1483,-0.0660,-0.0074,0.02517,-0.02984
192,7.6800,0.5370,0.0000,0.0102,0.3945,0.0045,0.0223,-0.0334,0.1730,-0.3094,-29.6880,-73.4583,0.3843,-0.00309,2.91426,0.0142,-0.1676,-0.1079,-0.0384,0.02609,-0.02570
193,7.7200,0.5370,0.0000,0.0102,0.4047,0.0163,0.0061,-0.0822,0.3031,-0.0701,-29.6967,-73.4448,0.3836,0.00823,2.91519,-0.0295,-0.1815,-0.2009,0.0653,0.02386,-0.02652
194,7.7600,0.5370,0.0000,0.0102,0.4329,0.0951,-0.0669,-0.4910,0.0523,-0.1405,-29.7076,-73.4315,0.3808,0.01274,2.93351,0.0444,-0.1506,-0.1411,0.0728,0.01820,-0.03121
195,7.8000,0.5370,0.0000,0.0102,0.4665,0.1256,-0.1904,-0.6205,-0.2925,0.0056,-29.7212,-73.4190,0.3746,0.01062,2.97292,-0.0507,-0.0629,-0.2935,0.2468,0.00904,-0.02391
196,7.8400,0.5370,0.0000,0.0102,0.4460,0.1108,-0.1903,-0.5195,-0.2499,0.1480,-29.7362,-73.4071,0.3639,-0.00026,3.02580,-0.0087,0.0841,-0.4123,0.4386,0.00406,-0.01014
197,7.8800,0.5370,0.0000,0.0102,0.4615,0.0726,-0.0507,-0.3439,-0.5294,-0.0102,-29.7494,-73.3937,0.3585,-0.02142,3.05810,-0.0852,-0.0731,-0.1122,-0.0160,0.00015,0.00113
198,7.9200,0.5370,0.0000,0.0102,0.4441,0.0344,-0.0340,-0.1685,-0.1733,0.0744,-29.7607,-73.3796,0.3566,-0.03510,3.07650,-0.0422,-0.1434,-0.0954,-0.0221,0.00576,0.01265
199,7.9600,0.5370,0.0000,0.0102,0.4370,-0.0247,-0.1227,0.1170,0.0213,0.0779,-29.7701,-73.3647,0.3525,-0.03755,3.07786,-0.0251,-0.1169,-0.0589,0.0115,0.00782,0.01725
200,8.0000,0.5370,0.0000,0.0102,0.4543,-0.0737,-0.1676,0.3583,0.0192,0.1215,-29.7781,-73.3484,0.3458,-0.03850,3.06118,0.0264,-0.1985,-0.0454,-0.0296,0.01137,0.01372
201,8.0400,0.5370,0.0000,0.0102,0.4729,-0.1440,-0.2821,0.7254,-0.1976,-0.0907,-29.7850,-73.3303,0.3368,-0.04375,3.02513,0.1818,-0.3294,0.0441,-0.1263,0.01742,0.00412
202,8.0800,0.5370,0.0000,0.0102,0.4710,-0.0554,-0.1681,0.2793,-0.3578,-0.1454,-29.7905,-73.3107,0.3240,-0.05929,2.97377,0.4192,-0.4583,0.1185,-0.1956,0.02973,-0.00417
203,8.1200,0.5370,0.0000,0.0102,0.4304,-0.0425,0.0205,0.2192,0.0844,-0.0936,-29.7986,-73.2953,0.3222,-0.05321,2.95936,-0.1422,-0.1272,-0.0726,-0.0474,0.03957,-0.00261
204,8.1600,0.5370,0.0000,0.0102,0.4149,-0.0340,0.0183,0.1722,0.1814,-0.1230,-29.8056,-73.2795,0.3221,-0.04939,2.93860,0.0791,-0.2012,0.0088,-0.1640,0.04084,-0.01014
205,8.2000,0.5370,0.0000,0.0102,0.3877,-0.0206,-0.0010,0.1062,0.3918,-0.0877,-29.8129,-73.2651,0.3214,-0.03528,2.92610,-0.0012,-0.1660,-0.0363,-0.0855,0.04084,-0.01569
206,8.2400,0.5370,0.0000,0.0102,0.3924,-0.0135,-0.0014,0.0679,0.0376,-0.0239,-29.8204,-73.2512,0.3201,-0.02797,2.91808,0.0238,-0.1625,-0.0141,-0.0844,0.03438,-0.02449
207,8.2800,0.5370,0.0000,0.0102,0.3853,-0.0072,0.0169,0.0394,-0.0436,-0.0922,-29.8279,-73.2376,0.3193,-0.02828,2.91171,0.0156,-0.1659,-0.0210,-0.0994,0.03470,-0.02613
208,8.3200,0.5370,0.0000,0.0102,0.3643,-0.0025,0.0367,0.0131,0.1505,-0.0475,-29.8351,-73.2244,0.3194,-0.02484,2.90691,0.0142,-0.1719,-0.0309,-0.0992,0.03421,-0.02543
209,8.3600,0.5370,0.0000,0.0102,0.3534,0.0029,0.0347,-0.0094,0.1545,-0.1372,-29.8423,-73.2120,0.3196,-0.01789,2.90395,0.0295,-0.1614,-0.0266,-0.0753,0.03114,-0.02650
210,8.4000,0.5370,0.0000,0.0102,0.3399,-0.0015,0.0539,0.0146,0.2617,-0.1682,-29.8491,-73.1997,0.3200,-0.00839,2.89984,0.0161,-0.1883,-0.0556,-0.0619,0.02837,-0.02682
211,8.4400,0.5370,0.0000,0.0102,0.3404,0.0042,0.0360,-0.0167,0.1578,-0.1213,-29.8558,-73.1877,0.3204,0.00034,2.89592,0.0189,-0.1824,-0.0216,-0.1015,0.02413,-0.03201
212,8.4800,0.5370,0.0000,0.0102,0.3511,0.0082,-0.0056,-0.0411,-0.0031,-0.1077,-29.8628,-73.1757,0.3194,0.00388,2.89473,0.0102,-0.1530,-0.0482,-0.0588,0.02119,-0.03216
213,8.5200,0.5370,0.0000,0.0102,0.3636,0.0323,-0.0070,-0.1658,-0.0128,-0.1173,-29.8705,-73.1637,0.3178,0.00364,2.89953,0.0074,-0.1804,-0.1047,-0.0268,0.02065,-0.03168
214,8.5600,0.5370,0.0000,0.0102,0.3753,0.0657,-0.0290,-0.3453,0.1412,-0.1648,-29.8796,-73.1518,0.3158,0.00714,2.91621,-0.0003,-0.1766,-0.1223,0.0020,0.01900,-0.03067
215,8.6000,0.5370,0.0000,0.0102,0.4092,0.0689,-0.0676,-0.3649,0.0370,-0.1167,-29.8899,-73.1396,0.3125,0.01168,2.94146,-0.0078,-0.1393,-0.1970,0.1399,0.01382,-0.02800
216,8.6400,0.5370,0.0000,0.0102,0.4364,0.1267,-0.1463,-0.6300,-0.0682,-0.1250,-29.9017,-73.1267,0.3071,0.01213,2.97585,0.0049,-0.0976,-0.2505,0.2057,0.00711,-0.02419
217,8.6800,0.5370,0.0000,0.0102,0.4146,0.1304,-0.1906,-0.6187,0.1849,0.2509,-29.9161,-73.1152,0.2972,0.01484,3.03630,-0.0643,0.0277,-0.3374,0.3716,0.00050,-0.01231
218,8.7200,0.5370,0.0000,0.0102,0.4398,0.0754,-0.0808,-0.3692,-0.1857,0.0919,-29.9286,-73.1023,0.2902,0.00986,3.07637,-0.0995,-0.0506,-0.0804,-0.0023,-0.01148,-0.00466
219,8.7600,0.5370,0.0000,0.0102,0.4391,0.0464,0.0643,-0.2225,-0.1984,-0.0689,-29.9393,-73.0883,0.2889,0.00166,3.09975,-0.0570,-0.1366,-0.1184,0.0693,-0.01304,0.00256
220,8.8000,0.5370,0.0000,0.0102,0.4436,-0.0050,0.0166,0.0181,-0.2027,0.0705,-29.9486,-73.0734,0.2898,-0.00653,3.10741,-0.0473,-0.1345,-0.0814,-0.0420,-0.01204,0.00770
221,8.8400,0.5370,0.0000,0.0102,0.4482,-0.0266,-0.0880,0.1277,-0.1261,0.0497,-29.9566,-73.0575,0.2867,-0.01429,3.10046,0.0402,-0.1413,-0.0337,0.0158,-0.00642,0.00818
222,8.8800,0.5370,0.0000,0.0102,0.4593,-0.0684,-0.1647,0.3438,0.0442,-0.0388,-29.9639,-73.0408,0.2803,-0.01645,3.08220,0.0629,-0.1589,-0.0165,-0.0361,-0.00162,0.00493
223,8.9200,0.5370,0.0000,0.0102,0.4810,-0.1702,-0.2557,0.8735,-0.0998,-0.1697,-29.9693,-73.0220,0.2712,-0.01799,3.03517,0.1218,-0.2607,-0.0268,-0.0912,0.00496,-0.00230
224,8.9600,0.5370,0.0000,0.0102,0.5027,-0.1090,-0.1793,0.3571,-0.6597,0.0275,-29.9725,-73.0011,0.2587,-0.03373,2.96106,0.4272,-0.4740,0.0654,-0.2712,0.01876,-0.01349
225,9.0000,0.5370,0.0000,0.0102,0.4542,-0.0472,0.0059,0.2468,-0.0297,-0.1426,-29.9793,-72.9837,0.2555,-0.03832,2.93383,-0.1300,-0.1486,-0.0325,-0.0310,0.03091,-0.00683
226,9.0400,0.5370,0.0000,0.0102,0.4366,-0.0168,0.0155,0.0882,0.1372,-0.1556,-29.9862,-72.9671,0.2551,-0.03528,2.91477,0.0642,-0.1693,0.0263,-0.1714,0.03624,-0.01067
227,9.0800,0.5370,0.0000,0.0102,0.4175,-0.0168,0.0063,0.0899,0.2477,-0.1462,-29.9936,-72.9517,0.2544,-0.02525,2.90443,0.0247,-0.1432,-0.0179,-0.0360,0.03598,-0.01333
228,9.1200,0.5370,0.0000,0.0102,0.4228,0.0012,0.0114,0.0010,-0.0708,-0.2037,-30.0010,-72.9365,0.2535,-0.02268,2.89616,0.0596,-0.1564,0.0146,-0.1120,0.03374,-0.02154
229,9.1600,0.5370,0.0000,0.0102,0.4033,-0.0264,0.0272,0.1353,0.1108,-0.0724,-30.0079,-72.9215,0.2532,-0.01974,2.88616,-0.0107,-0.1557,-0.0504,-0.0563,0.03381,-0.02049
230,9.2000,0.5370,0.0000,0.0102,0.3925,-0.0274,0.0366,0.1344,0.1372,0.0572,-30.0139,-72.9066,0.2531,-0.01506,2.87239,0.0056,-0.1672,-0.0383,-0.0764,0.03401,-0.02388
231,9.2400,0.5370,0.0000,0.0102,0.3885,0.0421,0.0023,-0.2097,0.0995,-0.2143,-30.0213,-72.8927,0.2526,-0.01100,2.87213,0.0456,-0.1647,0.0495,-0.1458,0.03331,-0.03010
232,9.2800,0.5370,0.0000,0.0102,0.4030,0.0038,0.0109,-0.0210,-0.0372,-0.1096,-30.0293,-72.8792,0.2518,-0.00654,2.87955,-0.0227,-0.1503,-0.1453,0.0872,0.02518,-0.02766
