step,time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,pos_x,pos_y,pos_z,pitch_rad,roll_rad,action_0,action_1,action_2,action_3,lqr_left,lqr_right
23,0.9200,0.7467,0.0000,0.1528,0.8949,0.0264,0.0317,-0.1339,-0.1081,0.1973,-28.7062,-76.4843,0.6887,-0.02631,-3.12410,0.1242,-0.1128,-0.0745,-0.0974,0.00000,0.00000
24,0.9600,0.7467,0.0000,0.1528,0.8947,-0.0008,0.0076,0.0028,-0.1279,0.2387,-28.7376,-76.5008,0.6890,-0.02894,-3.12006,0.0690,-0.0636,-0.1272,0.0413,0.00000,0.00000
25,1.0000,0.7467,0.0000,0.1528,0.8977,-0.0018,-0.0088,0.0094,-0.1788,0.1734,-28.7696,-76.5168,0.6885,-0.03651,-3.12103,0.0941,-0.0864,-0.0656,-0.0353,0.00000,0.00000
26,1.0400,0.7467,0.0000,0.1528,0.8871,0.0078,0.0063,-0.0388,-0.0309,0.2302,-28.8010,-76.5332,0.6884,-0.03972,-3.11990,0.0695,-0.1104,-0.1040,-0.0216,0.00000,0.00000
27,1.0800,0.7467,0.0000,0.1528,0.8793,0.0098,0.0007,-0.0487,0.0885,0.2680,-28.8320,-76.5501,0.6884,-0.03827,-3.11743,0.0591,-0.1179,-0.0723,-0.0205,0.00000,0.00000
28,1.1200,0.7467,0.0000,0.1528,0.8822,-0.0175,-0.0134,0.0902,0.0068,0.2076,-28.8630,-76.5667,0.6878,-0.03546,-3.11809,0.0546,-0.0608,-0.0817,0.0351,0.00000,0.00000
29,1.1600,0.7467,0.0000,0.1528,0.8890,-0.0180,0.0157,0.0933,-0.0978,0.2272,-28.8944,-76.5831,0.6878,-0.03821,-3.12248,0.0637,-0.1069,-0.0950,-0.0002,0.00000,0.00000
30,1.2000,0.7467,0.0000,0.1528,0.8806,-0.0148,0.0047,0.0772,0.0370,0.2248,-28.9254,-76.5999,0.6882,-0.03850,-3.12628,0.0518,-0.0710,-0.0781,0.0001,0.00000,0.00000
31,1.2400,0.7467,0.0000,0.1528,0.8881,0.0244,-0.0020,-0.1219,-0.1798,0.1834,-28.9558,-76.6178,0.6881,-0.04323,-3.12437,0.1085,-0.0979,-0.0414,0.0012,0.00000,0.00000
32,1.2800,0.7467,0.0000,0.1528,0.8722,0.0043,-0.0126,-0.0214,0.0875,0.1591,-28.9856,-76.6362,0.6878,-0.04216,-3.12075,0.0641,-0.0558,-0.0999,0.0033,0.00000,0.00000
33,1.3200,0.7467,0.0000,0.1528,0.8748,-0.0012,-0.0045,0.0067,0.0436,0.1226,-29.0156,-76.6542,0.6873,-0.04056,-3.12049,0.0598,-0.0936,-0.0650,-0.0035,0.00000,0.00000
34,1.3600,0.7467,0.0000,0.1528,0.8646,0.0123,0.0185,-0.0628,0.2398,0.1454,-29.0453,-76.6725,0.6875,-0.03455,-3.11911,0.0638,-0.1199,-0.0593,-0.0207,0.00000,0.00000
35,1.4000,0.7467,0.0000,0.1528,0.8795,-0.0095,0.0167,0.0488,-0.0430,0.1941,-29.0749,-76.6910,0.6879,-0.03044,-3.11790,0.0588,-0.0910,-0.0972,0.0445,0.00000,0.00000
36,1.4400,0.7467,0.0000,0.1528,0.8811,-0.0384,-0.0163,0.1971,-0.0063,0.1207,-29.1052,-76.7088,0.6879,-0.03258,-3.12322,0.0563,-0.0974,-0.0761,-0.0051,0.00000,0.00000
37,1.4800,0.7467,0.0000,0.1528,0.8806,-0.1359,-0.2042,0.6954,-0.0450,-0.0306,-29.1370,-76.7246,0.6835,-0.03412,3.14027,0.1499,-0.1261,-0.0370,-0.0345,0.00000,0.00000
38,1.5200,0.7467,0.0000,0.1528,0.8625,-0.2380,-0.4207,1.2590,0.2390,0.1051,-29.1711,-76.7370,0.6711,-0.02961,3.09595,0.4169,-0.4145,0.0048,-0.2523,0.00000,0.00000
39,1.5600,0.7467,0.0000,0.1528,0.8587,0.0400,0.0533,0.0259,0.2368,0.1177,-29.2037,-76.7510,0.6609,-0.02824,3.06838,0.8054,-0.4825,-0.1150,-0.2381,0.00000,0.00000
40,1.6000,0.7467,0.0000,0.1528,0.8727,0.0319,0.0505,0.1073,-0.0348,-0.0284,-29.2310,-76.7722,0.6648,-0.01753,3.08214,-0.0674,-0.1939,-0.0347,-0.2274,0.00000,0.00000
41,1.6400,0.7467,0.0000,0.1528,0.8929,-0.0701,-0.0949,0.3619,-0.5770,-0.0592,-29.2612,-76.7899,0.6619,-0.02792,3.06973,0.2022,-0.1496,0.0125,-0.0039,0.00000,0.00000
42,1.6800,0.7467,0.0000,0.1528,0.8599,-0.0850,-0.0433,0.4441,0.0292,0.2035,-29.2925,-76.8056,0.6585,-0.03755,3.04701,0.1415,-0.1833,-0.0605,-0.1536,0.00000,0.00000
43,1.7200,0.7467,0.0000,0.1528,0.8557,-0.0125,-0.0045,0.0685,0.0782,0.0420,-29.3224,-76.8227,0.6575,-0.03675,3.03429,0.1276,-0.2293,-0.0007,-0.1175,0.00000,0.00000
44,1.7600,0.7467,0.0000,0.1528,0.8677,0.0476,-0.1092,-0.2028,-0.1629,-0.0576,-29.3507,-76.8423,0.6554,-0.03763,3.03724,0.1067,-0.1494,-0.0717,0.0075,0.00000,0.00000
45,1.8000,0.7467,0.0000,0.1528,0.8546,0.1240,-0.2740,-0.5869,0.0066,-0.0190,-29.3775,-76.8645,0.6479,-0.03682,3.05405,0.0666,-0.0878,-0.3255,0.2334,0.00000,0.00000
46,1.8400,0.7467,0.0000,0.1528,0.8062,0.1606,-0.3078,-0.7727,0.6357,0.0337,-29.4011,-76.8898,0.6343,-0.02159,3.09241,0.1615,0.1542,-0.5102,0.4643,0.00000,0.00000
47,1.8800,0.7467,0.0000,0.1528,0.8722,-0.0382,-0.2863,0.1784,-0.0753,-0.0887,-29.4281,-76.9118,0.6223,-0.01942,3.10848,-0.0052,-0.0616,-0.1621,0.0091,0.00000,0.00000
48,1.9200,0.7467,0.0000,0.1528,0.8962,-0.1183,-0.3054,0.6034,0.0145,-0.2140,-29.4601,-76.9290,0.6108,-0.02758,3.09012,0.2651,-0.4423,0.0645,-0.2722,0.00000,0.00000
49,1.9600,0.7467,0.0000,0.1528,0.9008,-0.0244,-0.1300,0.1267,-0.0319,0.1692,-29.4931,-76.9443,0.5985,-0.02510,3.06061,0.6986,-0.5552,-0.0399,-0.2415,0.00000,0.00000
50,2.0000,0.7467,0.0000,0.1528,0.9034,-0.0540,-0.0259,0.2731,-0.1064,0.1406,-29.5233,-76.9632,0.5962,-0.01956,3.05652,-0.0853,-0.1547,-0.0875,-0.0483,0.00000,0.00000
51,2.0400,0.7467,0.0000,0.1528,0.9137,-0.0978,-0.0658,0.5015,-0.2241,0.0866,-29.5560,-76.9797,0.5930,-0.03016,3.03350,0.1221,-0.1628,0.0359,-0.0841,0.00000,0.00000
52,2.0800,0.7467,0.0000,0.1528,0.8924,-0.0258,0.0015,0.1351,0.1450,0.1608,-29.5877,-76.9971,0.5913,-0.03138,3.01665,0.1390,-0.2028,-0.0491,-0.1244,0.00000,0.00000
53,2.1200,0.7467,0.0000,0.1528,0.8944,0.0156,0.0057,-0.0808,0.0615,0.1499,-29.6174,-77.0170,0.5912,-0.02763,3.01637,0.1290,-0.1805,-0.0210,-0.0680,0.00000,0.00000
54,2.1600,0.7467,0.0000,0.1528,0.9169,0.0242,-0.0862,-0.1278,-0.2604,-0.0324,-29.6470,-77.0377,0.5895,-0.03145,3.01845,0.1182,-0.1220,-0.0610,-0.0084,0.00000,0.00000
55,2.2000,0.7467,0.0000,0.1528,0.9060,0.1335,-0.1603,-0.6260,-0.0805,0.0478,-29.6754,-77.0607,0.5849,-0.03599,3.03327,0.1650,-0.1568,-0.3185,0.1631,0.00000,0.00000
56,2.2400,0.7467,0.0000,0.1528,0.8589,0.1928,-0.3489,-0.6425,0.5584,0.1216,-29.7003,-77.0876,0.5744,-0.02362,3.07211,0.1341,0.1265,-0.5520,0.4182,0.00000,0.00000
57,2.2800,0.7467,0.0000,0.1528,0.9026,0.0610,-0.3659,-0.2955,-0.0345,-0.0941,-29.7263,-77.1135,0.5594,-0.02193,3.10268,0.1282,-0.0898,-0.1353,0.0454,0.00000,0.00000
58,2.3200,0.7467,0.0000,0.1528,0.9308,-0.1081,-0.3644,0.5547,-0.1636,-0.3349,-29.7573,-77.1342,0.5452,-0.02936,3.09839,0.2930,-0.4025,-0.0542,-0.1531,0.00000,0.00000
59,2.3600,0.7467,0.0000,0.1528,0.9375,-0.0295,-0.0981,0.1532,-0.0979,-0.0175,-29.7917,-77.1507,0.5329,-0.03442,3.06780,0.6764,-0.5727,-0.0280,-0.3010,0.00000,0.00000
60,2.4000,0.7467,0.0000,0.1528,0.9341,-0.0578,-0.0062,0.2893,-0.1674,0.1106,-29.8230,-77.1702,0.5323,-0.03037,3.06261,-0.0655,-0.1810,-0.1060,-0.0914,0.00000,0.00000
61,2.4400,0.7467,0.0000,0.1528,0.9365,-0.0831,-0.1035,0.4222,-0.2939,-0.0143,-29.8563,-77.1876,0.5290,-0.04339,3.04121,0.1879,-0.1440,0.0666,-0.0845,0.00000,0.00000
62,2.4800,0.7467,0.0000,0.1528,0.9036,-0.0176,-0.0418,0.0930,0.2244,0.0969,-29.8882,-77.2060,0.5261,-0.04344,3.02771,0.1505,-0.2048,-0.0385,-0.1199,0.00000,0.00000
63,2.5200,0.7467,0.0000,0.1528,0.9173,-0.0049,-0.0261,0.0253,-0.1127,0.0524,-29.9186,-77.2261,0.5249,-0.04121,3.02613,0.1254,-0.1537,-0.0161,-0.0380,0.00000,0.00000
64,2.5600,0.7467,0.0000,0.1528,0.9216,0.0552,-0.1009,-0.2367,-0.1716,-0.1546,-29.9489,-77.2470,0.5230,-0.04768,3.02855,0.1522,-0.1762,-0.0658,-0.0649,0.00000,0.00000
65,2.6000,0.7467,0.0000,0.1528,0.9051,0.1226,-0.2862,-0.5854,-0.0912,-0.0855,-29.9772,-77.2705,0.5161,-0.04740,3.04715,0.0433,-0.0550,-0.3817,0.2784,0.00000,0.00000
66,2.6400,0.7467,0.0000,0.1528,0.8517,0.1168,-0.3498,-0.5621,0.6402,0.1916,-30.0030,-77.2963,0.5016,-0.03470,3.08043,0.1360,0.1987,-0.5463,0.4512,0.00000,0.00000
67,2.6800,0.7467,0.0000,0.1528,0.9098,-0.0288,-0.3059,0.1361,0.0924,-0.2370,-30.0321,-77.3189,0.4887,-0.03145,3.09199,0.0454,-0.0972,-0.1084,-0.0025,0.00000,0.00000
68,2.7200,0.7467,0.0000,0.1528,0.9316,-0.1253,-0.3122,0.6317,0.1890,-0.2514,-30.0652,-77.3373,0.4775,-0.02966,3.07578,0.2916,-0.4900,-0.0146,-0.2310,0.00000,0.00000
69,2.7600,0.7467,0.0000,0.1528,0.9395,0.0294,-0.0445,-0.1403,0.0472,-0.0951,-30.0993,-77.3542,0.4667,-0.02711,3.05409,0.7635,-0.5444,-0.0322,-0.2026,0.00000,0.00000
70,2.8000,0.7467,0.0000,0.1528,0.9562,-0.0028,-0.0075,0.0070,-0.4356,0.0261,-30.1298,-77.3757,0.4672,-0.02593,3.06472,-0.0302,-0.1553,-0.0895,-0.1053,0.00000,0.00000
71,2.8400,0.7467,0.0000,0.1528,0.9603,-0.1025,-0.1263,0.5204,-0.6392,0.0041,-30.1636,-77.3932,0.4631,-0.04643,3.04674,0.2237,-0.0733,-0.0383,-0.0622,0.00000,0.00000
72,2.8800,0.7467,0.0000,0.1528,0.9073,0.0278,-0.0033,-0.1409,0.2150,0.0341,-30.1964,-77.4113,0.4610,-0.05680,3.03521,0.2756,-0.2970,-0.0664,-0.2696,0.00000,0.00000
73,2.9200,0.7467,0.0000,0.1528,0.9090,0.0143,-0.0968,-0.0727,0.0452,-0.0169,-30.2263,-77.4318,0.4602,-0.04687,3.04243,0.0214,-0.1420,-0.0291,-0.0181,0.00000,0.00000
74,2.9600,0.7467,0.0000,0.1528,0.9183,0.0707,-0.1763,-0.3229,-0.1805,-0.0344,-30.2567,-77.4526,0.4550,-0.05136,3.04745,0.1903,-0.1741,-0.1638,0.1226,0.00000,0.00000
75,3.0000,0.7467,0.0000,0.1528,0.8826,0.2002,-0.3126,-0.9395,0.0917,-0.1287,-30.2841,-77.4768,0.4463,-0.04591,3.07600,0.2229,0.0458,-0.5548,0.4181,0.00000,0.00000
76,3.0400,0.7467,0.0000,0.1528,0.8724,-0.0402,-0.2855,0.1906,0.3447,-0.3263,-30.3111,-77.4997,0.4335,-0.02401,3.09672,0.2301,0.4093,-0.5529,0.4698,0.00000,0.00000
77,3.0800,0.7467,0.0000,0.1528,0.9310,-0.0891,-0.2683,0.4143,-0.0832,-0.2805,-30.3449,-77.5169,0.4227,-0.03979,3.07998,0.1738,-0.3523,-0.0185,-0.3892,0.00000,0.00000
78,3.1200,0.7467,0.0000,0.1528,0.9194,-0.1683,-0.4356,0.5959,0.1455,0.2440,-30.3791,-77.5322,0.4089,-0.03362,3.05484,0.4115,-0.5379,-0.0698,-0.1682,0.00000,0.00000
79,3.1600,0.7467,0.0000,0.1528,0.9191,-0.0608,-0.1487,0.3118,-0.2930,0.4059,-30.4132,-77.5474,0.3962,-0.04674,3.02606,0.2671,-0.2441,-0.0735,-0.0365,0.00000,0.00000
80,3.2000,0.7467,0.0000,0.1528,0.9008,0.0228,-0.0176,-0.1162,-0.0182,0.0893,-30.4441,-77.5663,0.3943,-0.05188,3.02335,0.0750,-0.2039,-0.0114,-0.2272,0.00000,0.00000
81,3.2400,0.7467,0.0000,0.1528,0.8920,-0.0126,-0.0675,0.0631,-0.0239,0.0180,-30.4743,-77.5857,0.3930,-0.05205,3.02440,0.0628,-0.1600,-0.0038,-0.0314,0.00000,0.00000
82,3.2800,0.7467,0.0000,0.1528,0.8723,0.0041,-0.0365,-0.0228,0.3050,-0.0539,-30.5046,-77.6043,0.3910,-0.04718,3.02126,0.1151,-0.2176,0.0244,-0.0981,0.00000,0.00000
83,3.3200,0.7467,0.0000,0.1528,0.8944,0.0325,-0.0540,-0.1850,-0.0723,-0.1781,-30.5342,-77.6237,0.3899,-0.04122,3.02521,0.0974,-0.1745,-0.0094,-0.0274,0.00000,0.00000
84,3.3600,0.7467,0.0000,0.1528,0.9014,0.0639,-0.1744,-0.3218,-0.1980,0.1091,-30.5636,-77.6441,0.3859,-0.04405,3.03313,0.0735,-0.1185,-0.2596,0.1675,0.00000,0.00000
85,3.4000,0.7467,0.0000,0.1528,0.8725,0.1626,-0.3765,-0.9784,0.0189,0.0222,-30.5911,-77.6675,0.3750,-0.04233,3.05748,0.1097,0.1136,-0.5118,0.4050,0.00000,0.00000
86,3.4400,0.7467,0.0000,0.1528,0.8640,-0.0637,-0.2753,0.2953,0.3151,-0.1136,-30.6183,-77.6893,0.3618,-0.02426,3.07122,0.1140,0.3342,-0.5385,0.4011,0.00000,0.00000
87,3.4800,0.7467,0.0000,0.1528,0.9275,-0.0580,-0.2587,0.2838,-0.1023,-0.2925,-30.6514,-77.7075,0.3520,-0.04204,3.05723,0.1971,-0.4135,0.0472,-0.4089,0.00000,0.00000
88,3.5200,0.7467,0.0000,0.1528,0.9269,-0.0492,-0.4062,0.2134,-0.1800,0.4094,-30.6842,-77.7252,0.3369,-0.04201,3.04173,0.5332,-0.5748,0.0617,-0.2108,0.00000,0.00000
89,3.5600,0.7467,0.0000,0.1528,0.9094,-0.0612,-0.1690,0.3195,-0.0154,0.3107,-30.7159,-77.7435,0.3255,-0.04272,3.02861,-0.0539,-0.1579,-0.0586,0.0909,0.00000,0.00000
90,3.6000,0.7467,0.0000,0.1528,0.9302,-0.0172,0.0531,0.0907,-0.1066,-0.0661,-30.7479,-77.7618,0.3239,-0.04709,3.01755,0.1386,-0.2276,-0.0111,-0.1377,0.00000,0.00000
91,3.6400,0.7467,0.0000,0.1528,0.9336,-0.0158,0.0398,0.0771,-0.2511,0.0595,-30.7796,-77.7809,0.3268,-0.05371,3.01367,0.0975,-0.2020,-0.0428,-0.1077,0.00000,0.00000
92,3.6800,0.7467,0.0000,0.1528,0.9043,0.0026,-0.0624,-0.0117,0.0876,0.1575,-30.8107,-77.8002,0.3264,-0.05623,3.00997,0.1522,-0.1537,-0.0200,-0.0979,0.00000,0.00000
93,3.7200,0.7467,0.0000,0.1528,0.9070,0.0820,-0.1175,-0.4154,-0.0292,-0.0548,-30.8402,-77.8216,0.3236,-0.05598,3.01828,0.1358,-0.1842,-0.0276,-0.0539,0.00000,0.00000
94,3.7600,0.7467,0.0000,0.1528,0.9042,0.0717,-0.2009,-0.3281,0.1523,0.0767,-30.8686,-77.8444,0.3184,-0.04709,3.03323,0.0137,-0.0873,-0.3381,0.2503,0.00000,0.00000
95,3.8000,0.7467,0.0000,0.1528,0.8646,0.2268,-0.3060,-0.7226,0.6559,-0.1183,-30.8954,-77.8697,0.3081,-0.02987,3.06440,0.2559,0.1025,-0.4488,0.4423,0.00000,0.00000
96,3.8400,0.7467,0.0000,0.1528,0.9056,0.0907,-0.3324,-0.4453,0.0790,0.0604,-30.9211,-77.8966,0.2955,-0.01846,3.10357,0.0124,-0.0118,-0.1854,0.0170,0.00000,0.00000
97,3.8800,0.7467,0.0000,0.1528,0.9408,-0.1125,-0.3452,0.5724,-0.2526,-0.3024,-30.9525,-77.9169,0.2816,-0.02734,3.10090,0.1752,-0.2969,-0.0856,-0.0209,0.00000,0.00000
98,3.9200,0.7467,0.0000,0.1528,0.9587,-0.1681,-0.2411,0.8471,-0.2488,0.2066,-30.9887,-77.9308,0.2677,-0.02871,3.05830,0.5936,-0.5337,-0.0381,-0.3146,0.00000,0.00000
99,3.9600,0.7467,0.0000,0.1528,0.9502,-0.0551,0.0003,0.2801,-0.3362,0.3136,-31.0228,-77.9473,0.2635,-0.03978,3.03317,0.0863,-0.2528,-0.0916,-0.1127,0.00000,0.00000
100,4.0000,0.7467,0.0000,0.1528,0.9409,-0.0162,-0.0564,0.0819,-0.3165,0.1706,-31.0550,-77.9664,0.2628,-0.05221,3.02446,0.1593,-0.1225,0.0099,-0.1413,0.00000,0.00000
101,4.0400,0.7467,0.0000,0.1528,0.9131,-0.0161,-0.0568,0.0841,0.0066,0.2047,-31.0862,-77.9861,0.2606,-0.05670,3.01896,0.1800,-0.1361,-0.1043,-0.0490,0.00000,0.00000
102,4.0800,0.7467,0.0000,0.1528,0.9053,0.0030,-0.0363,-0.0144,0.0370,0.1376,-31.1166,-78.0063,0.2595,-0.05782,3.01654,0.1193,-0.1957,-0.0347,-0.1213,0.00000,0.00000
103,4.1200,0.7467,0.0000,0.1528,0.9030,0.0892,-0.1045,-0.4260,-0.0273,-0.0797,-31.1456,-78.0283,0.2578,-0.05946,3.02565,0.1315,-0.2193,-0.0139,-0.0858,0.00000,0.00000
104,4.1600,0.7467,0.0000,0.1528,0.8900,0.1130,-0.2060,-0.5588,0.2045,-0.0430,-31.1727,-78.0523,0.2526,-0.04936,3.04738,0.0955,-0.0943,-0.3263,0.2887,0.00000,0.00000
105,4.2000,0.7467,0.0000,0.1528,0.8516,0.1643,-0.3120,-0.7191,0.5072,0.0451,-31.1981,-78.0781,0.2411,-0.03193,3.08271,0.2323,0.1671,-0.5313,0.4672,0.00000,0.00000
106,4.2400,0.7467,0.0000,0.1528,0.8899,0.0840,-0.1803,-0.4062,0.0350,-0.1036,-31.2245,-78.1031,0.2309,-0.02803,3.11137,-0.0192,-0.0158,-0.1762,0.0803,0.00000,0.00000
107,4.2800,0.7467,0.0000,0.1528,0.9127,0.0202,-0.0584,-0.1049,-0.2367,0.0516,-31.2534,-78.1251,0.2262,-0.03616,3.12270,-0.0753,-0.1236,-0.0746,0.0155,0.00000,0.00000
108,4.3200,0.7467,0.0000,0.1528,0.9061,0.0110,0.0129,-0.0549,-0.0870,0.1478,-31.2833,-78.1456,0.2256,-0.04262,3.12509,0.0048,-0.1298,-0.0910,0.0322,0.00000,0.00000
109,4.3600,0.7467,0.0000,0.1528,0.8985,0.0423,-0.0229,-0.2092,-0.0453,0.1794,-31.3124,-78.1667,0.2256,-0.04552,3.13155,0.0618,-0.0757,-0.0375,-0.0111,0.00000,0.00000
110,4.4000,0.7467,0.0000,0.1528,0.8872,0.0459,-0.0354,-0.2300,0.0921,0.1699,-31.3407,-78.1885,0.2243,-0.04302,-3.14060,0.0709,-0.0642,-0.0951,0.0253,0.00000,0.00000
111,4.4400,0.7467,0.0000,0.1528,0.8973,0.0036,-0.0176,-0.0187,-0.0566,0.0808,-31.3694,-78.2098,0.2232,-0.04198,-3.13438,0.0301,-0.0559,-0.1205,0.0435,0.00000,0.00000
112,4.4800,0.7467,0.0000,0.1528,0.8861,0.0130,0.0195,-0.0666,0.2174,0.1245,-31.3986,-78.2304,0.2234,-0.03954,-3.13349,0.0445,-0.1287,-0.0736,-0.0566,0.00000,0.00000
113,4.5200,0.7467,0.0000,0.1528,0.8843,-0.0036,-0.0006,0.0190,0.2278,0.2329,-31.4274,-78.2513,0.2236,-0.02961,-3.13158,0.0041,-0.0814,-0.0800,0.0466,0.00000,0.00000
114,4.5600,0.7467,0.0000,0.1528,0.8957,0.0399,0.0134,-0.2028,0.0344,0.1470,-31.4560,-78.2728,0.2232,-0.02693,-3.12704,0.1156,-0.1104,-0.0178,-0.0195,0.00000,0.00000
115,4.6000,0.7467,0.0000,0.1528,0.9139,0.0303,0.0039,-0.1561,-0.2992,0.1191,-31.4839,-78.2955,0.2231,-0.03201,-3.11651,0.1015,-0.0591,-0.0512,0.0195,0.00000,0.00000
116,4.6400,0.7467,0.0000,0.1528,0.9153,-0.0351,-0.0070,0.1803,-0.2640,0.2215,-31.5132,-78.3168,0.2228,-0.04155,-3.11829,0.0560,-0.0485,-0.1364,0.0013,0.00000,0.00000
117,4.6800,0.7467,0.0000,0.1528,0.8967,-0.0136,0.0091,0.0732,0.0768,0.2492,-31.5429,-78.3374,0.2230,-0.04577,-3.12571,0.0497,-0.1146,-0.0870,-0.0618,0.00000,0.00000
118,4.7200,0.7467,0.0000,0.1528,0.8902,0.0241,0.0156,-0.1203,0.1022,0.2411,-31.5709,-78.3596,0.2237,-0.04184,-3.12263,0.0706,-0.1170,-0.0791,0.0131,0.00000,0.00000
